case_id,Mask_ID,region_id,label_id,voxels,empty,D,H,W,zmin,zmax,ymin,ymax,xmin,xmax,bbox_d,bbox_h,bbox_w,centroid_z,centroid_y,centroid_x,centroid_z_norm,centroid_y_norm,centroid_x_norm,slices_covered,surface_voxels,surface_to_volume,components
s0163,1,s0163__1,1,7719,0,32,256,256,9.0,31.0,99.0,144.0,101.0,169.0,23.0,46.0,69.0,20.65954139137194,116.89376862287861,132.03925378935097,0.6664368190765141,0.45840693577599456,0.5178009952523567,22.0,4581.0,0.5934706568208317,2.0
s0163,2,s0163__2,2,10,0,32,256,256,18.0,18.0,166.0,168.0,106.0,109.0,1.0,3.0,4.0,18.0,166.8,107.5,0.5806451612903226,0.6541176470588236,0.4215686274509804,1.0,10.0,1.0,1.0
s0163,3,s0163__3,3,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0165,1,s0165__1,1,342,0,32,256,256,0.0,7.0,96.0,107.0,96.0,115.0,8.0,12.0,20.0,3.7719298245614037,101.8859649122807,108.05263157894737,0.12167515563101303,0.3995528035775714,0.4237358101135191,8.0,272.0,0.7953216374269005,1.0
s0166,1,s0166__1,1,3917,0,32,256,256,23.0,31.0,48.0,223.0,70.0,96.0,9.0,176.0,27.0,27.988766913454175,133.69823844779168,80.1797293847332,0.9028634488211024,0.5243068174423203,0.31443031131267923,9.0,2705.0,0.690579525146796,9.0
s0167,1,s0167__1,1,3939,0,32,256,256,17.0,22.0,102.0,143.0,142.0,189.0,6.0,42.0,48.0,19.472962680883473,121.995684183803,164.65651180502667,0.628160086480112,0.47841444777961956,0.6457118110001046,6.0,3272.0,0.8306676821528307,1.0
s0170,1,s0170__1,1,2876,0,32,256,256,10.0,13.0,103.0,166.0,148.0,178.0,4.0,64.0,31.0,11.497566063977747,132.2068845618915,166.60848400556327,0.3708892278702499,0.5184583708309471,0.6533666039433854,4.0,2138.0,0.7433936022253129,2.0
s0171,1,s0171__1,1,3163,0,32,256,256,9.0,15.0,97.0,137.0,122.0,183.0,7.0,41.0,62.0,12.723996206133418,116.10717673095162,161.39298134682264,0.41045149052043284,0.45532226169000634,0.6329136523404809,7.0,2420.0,0.7650964274423017,2.0
s0178,1,s0178__1,1,928,0,32,256,256,18.0,20.0,61.0,99.0,85.0,125.0,3.0,39.0,41.0,19.25646551724138,86.25323275862068,97.65948275862068,0.6211763070077865,0.338247971602434,0.3829783637592968,3.0,858.0,0.9245689655172413,2.0
s0178,3,s0178__3,3,49,0,32,256,256,4.0,4.0,125.0,132.0,93.0,100.0,1.0,8.0,8.0,4.0,128.6530612244898,96.65306122448979,0.12903225806451613,0.5045218087234894,0.379031612645058,1.0,49.0,1.0,1.0
s0178,5,s0178__5,5,922,0,32,256,256,14.0,31.0,119.0,224.0,56.0,167.0,18.0,106.0,112.0,28.648590021691973,145.57592190889372,96.04880694143166,0.9241480652158701,0.5708859682701715,0.37666198800561435,8.0,922.0,1.0,10.0
s0182,1,s0182__1,1,113,0,32,256,256,21.0,22.0,48.0,188.0,96.0,117.0,2.0,141.0,22.0,21.858407079646017,71.00884955752213,102.83185840707965,0.7051099057950329,0.2784660766961652,0.4032621898316849,2.0,113.0,1.0,2.0
s0187,1,s0187__1,1,553,0,32,256,256,0.0,6.0,107.0,116.0,147.0,182.0,7.0,10.0,36.0,2.578661844484629,111.85714285714286,161.41048824593128,0.08318264014466546,0.43865546218487395,0.6329823068467894,7.0,536.0,0.969258589511754,2.0
s0199,1,s0199__1,1,10115,0,32,256,256,0.0,31.0,48.0,212.0,60.0,164.0,32.0,165.0,105.0,17.7498764211567,130.09649036085023,102.26505190311418,0.5725766587469903,0.5101823151405891,0.40103941922789876,32.0,8664.0,0.8565496786950074,21.0
s0212,2,s0212__2,2,813,0,32,256,256,1.0,13.0,53.0,121.0,87.0,214.0,13.0,69.0,128.0,10.675276752767529,78.61869618696187,175.4120541205412,0.3443637662183074,0.3083086124978897,0.6878904083158478,10.0,813.0,1.0,8.0
s0212,4,s0212__4,4,905,0,32,256,256,24.0,25.0,63.0,109.0,110.0,141.0,2.0,47.0,32.0,24.893922651933703,89.52044198895028,124.31933701657458,0.8030297629656034,0.3510605568194129,0.48752681182970425,2.0,905.0,1.0,1.0
s0212,5,s0212__5,5,7372,0,32,256,256,17.0,22.0,27.0,104.0,105.0,226.0,6.0,78.0,122.0,19.690586001085187,57.22341291372762,181.3391209983722,0.6351801935833932,0.22440554083814754,0.7111338078367537,6.0,6043.0,0.8197232772653282,1.0
s0212,6,s0212__6,6,21308,0,32,256,256,26.0,31.0,39.0,201.0,28.0,122.0,6.0,163.0,95.0,28.96114135535949,103.81894124272574,61.0778111507415,0.934230366301919,0.40713310291265,0.23952082804212355,6.0,12471.0,0.5852731368500094,2.0
s0227,2,s0227__2,2,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0227,3,s0227__3,3,12654,0,32,256,256,2.0,30.0,37.0,212.0,59.0,146.0,29.0,176.0,88.0,9.849691797060219,122.55610874031926,105.30464675201517,0.31773199345355546,0.4806121911385069,0.4129593990275105,19.0,9279.0,0.7332859174964438,8.0
s0241,1,s0241__1,1,13,0,32,256,256,22.0,22.0,106.0,109.0,116.0,121.0,1.0,4.0,6.0,22.0,107.3076923076923,118.53846153846153,0.7096774193548387,0.42081447963800905,0.4648567119155354,1.0,13.0,1.0,1.0
s0241,2,s0241__2,2,4681,0,32,256,256,0.0,29.0,0.0,24.0,85.0,134.0,30.0,25.0,50.0,20.015381328775902,7.863277077547533,113.6265755180517,0.6456574622185774,0.030836380696264834,0.4455944137962812,30.0,2153.0,0.45994445631275366,1.0
s0241,3,s0241__3,3,45488,0,32,256,256,0.0,23.0,39.0,117.0,61.0,170.0,24.0,79.0,110.0,9.972696095673584,81.14678596552938,90.28761431586352,0.3216998740539866,0.3182226900608995,0.3540690757484844,24.0,11269.0,0.24773566654941961,2.0
s0241,4,s0241__4,4,60488,0,32,256,256,0.0,21.0,128.0,220.0,60.0,165.0,22.0,93.0,106.0,9.970159370453644,172.62772781378123,95.99479235550854,0.3216180442081821,0.6769714816226715,0.37645016610003346,22.0,14165.0,0.23417868006877396,4.0
s0241,5,s0241__5,5,14621,0,32,256,256,7.0,16.0,141.0,209.0,109.0,175.0,10.0,69.0,67.0,13.122563436153477,175.39771561452704,145.5474317762123,0.42330849794043474,0.6878341788804982,0.5707742422596561,10.0,6960.0,0.4760276314889542,1.0
s0241,6,s0241__6,6,52573,0,32,256,256,4.0,29.0,46.0,121.0,72.0,172.0,26.0,76.0,101.0,19.162726114165064,79.1319498601944,123.6121393110532,0.6181524552956472,0.3103213720007623,0.4847534874943263,26.0,12935.0,0.24603884123028932,2.0
s0241,7,s0241__7,7,45954,0,32,256,256,15.0,29.0,124.0,205.0,65.0,171.0,15.0,82.0,107.0,21.507681594638118,165.47123210166689,116.87526657091874,0.6937961804721974,0.6489067925555564,0.45833437870948524,15.0,12789.0,0.2783000391696044,1.0
s0248,1,s0248__1,1,18,0,32,256,256,29.0,29.0,124.0,127.0,137.0,142.0,1.0,4.0,6.0,29.0,125.61111111111111,139.27777777777777,0.9354838709677419,0.4925925925925926,0.5461873638344227,1.0,18.0,1.0,1.0
s0248,3,s0248__3,3,15,0,32,256,256,5.0,5.0,118.0,123.0,95.0,99.0,1.0,6.0,5.0,5.0,120.2,97.26666666666667,0.16129032258064516,0.47137254901960784,0.38143790849673204,1.0,15.0,1.0,1.0
s0248,4,s0248__4,4,396,0,32,256,256,4.0,5.0,110.0,136.0,99.0,109.0,2.0,27.0,11.0,4.626262626262626,123.78787878787878,103.62121212121212,0.14923427826653632,0.48544266191325014,0.4063576945929887,2.0,396.0,1.0,1.0
s0250,1,s0250__1,1,1307,0,32,256,256,22.0,25.0,91.0,170.0,56.0,107.0,4.0,80.0,52.0,23.69319051262433,106.48890589135425,69.91201224177506,0.764296468149172,0.4176035525151147,0.27416475388931394,4.0,1097.0,0.8393267023718439,3.0
s0250,2,s0250__2,2,16,0,32,256,256,24.0,24.0,165.0,169.0,126.0,130.0,1.0,5.0,5.0,24.0,166.75,127.625,0.7741935483870968,0.653921568627451,0.5004901960784314,1.0,16.0,1.0,1.0
s0250,3,s0250__3,3,53544,0,32,256,256,20.0,31.0,96.0,216.0,61.0,188.0,12.0,121.0,128.0,26.79097564619752,172.11011504557,133.5076946063051,0.8642250208450812,0.6749416276296863,0.5235595866913926,12.0,20133.0,0.3760085163603765,1.0
s0260,1,s0260__1,1,32713,0,32,256,256,22.0,31.0,12.0,105.0,84.0,188.0,10.0,94.0,105.0,27.836487023507473,43.78656803105799,147.43462843517867,0.8979511943066927,0.17171203149434505,0.5781750134712889,10.0,12798.0,0.3912206156573839,1.0
s0285,1,s0285__1,1,876,0,32,256,256,1.0,20.0,57.0,179.0,70.0,151.0,20.0,123.0,82.0,6.344748858447488,125.26027397260275,89.40981735159818,0.2046693180144351,0.49121676067687353,0.3506267347121497,17.0,876.0,1.0,28.0
s0287,1,s0287__1,1,38,0,32,256,256,25.0,25.0,94.0,99.0,81.0,92.0,1.0,6.0,12.0,25.0,96.84210526315789,87.21052631578948,0.8064516129032258,0.37977296181630543,0.34200206398348815,1.0,38.0,1.0,2.0
s0289,1,s0289__1,1,4640,0,32,256,256,8.0,18.0,117.0,144.0,78.0,128.0,11.0,28.0,51.0,12.695905172413793,129.04245689655173,104.81939655172414,0.4095453281423804,0.5060488505747126,0.41105645706558486,11.0,2391.0,0.5153017241379311,1.0
s0291,2,s0291__2,2,386,0,32,256,256,7.0,8.0,140.0,159.0,108.0,123.0,2.0,20.0,16.0,7.5025906735751295,149.17357512953367,115.44559585492227,0.2420190539862945,0.5849944122726811,0.45272782688204816,2.0,386.0,1.0,1.0
s0291,3,s0291__3,3,15,0,32,256,256,17.0,17.0,69.0,71.0,130.0,135.0,1.0,3.0,6.0,17.0,69.93333333333334,132.4,0.5483870967741935,0.2742483660130719,0.5192156862745099,1.0,15.0,1.0,1.0
s0291,4,s0291__4,4,84370,0,32,256,256,17.0,31.0,60.0,219.0,85.0,226.0,15.0,160.0,142.0,24.33757259689463,157.09886215479435,163.63076923076923,0.7850829869966011,0.6160739692344877,0.6416892911010558,15.0,28637.0,0.33942159535379873,1.0
s0292,1,s0292__1,1,308,0,32,256,256,29.0,29.0,167.0,183.0,135.0,153.0,1.0,17.0,19.0,29.0,175.05844155844156,143.8181818181818,0.9354838709677419,0.6865036923860454,0.5639928698752228,1.0,308.0,1.0,1.0
s0307,1,s0307__1,1,27,0,32,256,256,21.0,21.0,77.0,82.0,125.0,130.0,1.0,6.0,6.0,21.0,80.03703703703704,127.66666666666667,0.6774193548387096,0.31387073347857664,0.5006535947712418,1.0,27.0,1.0,1.0
s0307,2,s0307__2,2,502,0,32,256,256,8.0,9.0,99.0,117.0,98.0,116.0,2.0,19.0,19.0,8.43227091633466,107.58366533864542,106.84262948207171,0.27200873923660196,0.4218967268182173,0.41899070385126164,2.0,502.0,1.0,1.0
s0307,3,s0307__3,3,46910,0,32,256,256,22.0,30.0,72.0,216.0,76.0,199.0,9.0,145.0,124.0,26.387188232786187,165.11884459603496,141.50136431464506,0.8511996204124577,0.6475248807687646,0.5549073110378238,9.0,20624.0,0.4396503943722021,1.0
s0321,1,s0321__1,1,1412,0,32,256,256,17.0,19.0,104.0,156.0,101.0,151.0,3.0,53.0,51.0,18.228045325779036,130.81090651558074,131.94192634560906,0.5880014621219044,0.5129839471199245,0.5174193190023885,3.0,1393.0,0.9865439093484419,1.0
s0327,2,s0327__2,2,42385,0,32,256,256,20.0,29.0,30.0,110.0,34.0,185.0,10.0,81.0,152.0,23.688262356965907,68.59237937949746,93.10574495694232,0.7641374953859971,0.26898972305685276,0.3651205684585973,10.0,16612.0,0.3919311077031969,1.0
s0327,3,s0327__3,3,24912,0,32,256,256,20.0,30.0,37.0,130.0,76.0,211.0,11.0,94.0,136.0,26.30350834938985,74.60095536287733,154.85661528580604,0.8485002693351565,0.2925527661289307,0.607280844258063,11.0,15428.0,0.6192999357739242,1.0
s0327,4,s0327__4,4,2705,0,32,256,256,15.0,18.0,152.0,192.0,56.0,104.0,4.0,41.0,49.0,16.335304990757855,173.61293900184842,80.96931608133087,0.5269453222825115,0.6808350549092095,0.31752672973070933,4.0,2257.0,0.8343807763401109,1.0
s0327,6,s0327__6,6,10590,0,32,256,256,25.0,30.0,142.0,209.0,67.0,203.0,6.0,68.0,137.0,27.889329556185082,176.9127478753541,132.9837582625118,0.8996557921350027,0.6937754818641337,0.5215049343627913,6.0,9243.0,0.8728045325779037,3.0
s0333,1,s0333__1,1,3021,0,32,256,256,7.0,17.0,114.0,139.0,107.0,164.0,11.0,26.0,58.0,11.235683548493876,124.7093677590202,135.18867924528303,0.36244140479012504,0.48905634415302035,0.5301516833148354,11.0,2083.0,0.6895067858325058,1.0
s0334,1,s0334__1,1,9738,0,32,256,256,21.0,26.0,130.0,204.0,71.0,161.0,6.0,75.0,91.0,23.030191004313,168.8653727664818,105.78209077839392,0.7429093872359033,0.6622171481038502,0.41483172854272127,6.0,6463.0,0.6636886424317108,16.0
s0334,2,s0334__2,2,1388,0,32,256,256,19.0,26.0,144.0,199.0,74.0,91.0,8.0,56.0,18.0,22.404178674351584,167.44092219020172,80.80691642651297,0.7227154411081156,0.6566310674125557,0.3168898683392665,8.0,1104.0,0.7953890489913544,4.0
s0334,3,s0334__3,3,27364,0,32,256,256,16.0,22.0,88.0,215.0,75.0,196.0,7.0,128.0,122.0,19.504421868147933,169.0236807484286,132.87545680456074,0.629174898972514,0.6628379637193279,0.5210802227629833,7.0,16516.0,0.6035667300102324,1.0
s0340,1,s0340__1,1,762,0,32,256,256,16.0,26.0,158.0,197.0,115.0,191.0,11.0,40.0,77.0,21.332020997375327,177.90813648293963,149.79658792650918,0.6881297095927524,0.6976789665997633,0.5874375997118007,10.0,744.0,0.9763779527559056,5.0
s0347,1,s0347__1,1,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0352,1,s0352__1,1,965,0,32,256,256,20.0,28.0,192.0,227.0,175.0,233.0,9.0,36.0,59.0,24.082901554404145,212.0860103626943,204.6259067357513,0.7768677920775531,0.8317098445595855,0.8024545362186325,8.0,881.0,0.9129533678756476,2.0
s0352,2,s0352__2,2,169,0,32,256,256,11.0,13.0,139.0,161.0,144.0,161.0,3.0,23.0,18.0,12.088757396449704,151.2662721893491,153.4852071005917,0.3899599160145066,0.5932010674092122,0.6019027729434969,3.0,169.0,1.0,1.0
s0361,1,s0361__1,1,2369,0,32,256,256,18.0,22.0,30.0,63.0,130.0,161.0,5.0,34.0,32.0,20.03588011819333,45.60067539046011,144.97382861967074,0.6463187134901074,0.17882617800180436,0.5685248181163558,5.0,1538.0,0.6492190797804981,1.0
s0362,2,s0362__2,2,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0367,1,s0367__1,1,104996,0,32,256,256,0.0,26.0,10.0,117.0,64.0,196.0,27.0,108.0,133.0,11.564640557735533,59.85755647834203,109.72964684368928,0.37305292121727524,0.23473551560134132,0.4303123405634874,27.0,21805.0,0.20767457807916492,2.0
s0367,2,s0367__2,2,113968,0,32,256,256,1.0,24.0,125.0,246.0,61.0,200.0,24.0,122.0,140.0,12.05445388179138,186.08691036080305,107.31056085918854,0.38885335102552837,0.7297525896502081,0.42082572885956293,24.0,25445.0,0.22326442510178296,2.0
s0369,1,s0369__1,1,9,0,32,256,256,28.0,28.0,119.0,121.0,109.0,112.0,1.0,3.0,4.0,28.0,119.88888888888889,110.44444444444444,0.9032258064516129,0.47015250544662307,0.43311546840958604,1.0,9.0,1.0,1.0
s0369,2,s0369__2,2,103,0,32,256,256,13.0,19.0,116.0,132.0,111.0,133.0,7.0,17.0,23.0,13.990291262135923,125.54368932038835,126.6116504854369,0.45129971813341685,0.49232819341328765,0.496516276413478,4.0,103.0,1.0,5.0
s0369,3,s0369__3,3,299,0,32,256,256,18.0,19.0,84.0,102.0,78.0,92.0,2.0,19.0,15.0,18.210702341137125,92.89632107023411,85.02341137123746,0.5874420110044234,0.3642992983146436,0.3334251426323038,2.0,299.0,1.0,1.0
s0369,4,s0369__4,4,762,0,32,256,256,18.0,22.0,55.0,121.0,107.0,157.0,5.0,67.0,51.0,20.3005249343832,96.02362204724409,131.86089238845145,0.6548556430446194,0.3765632237146827,0.5171015387782409,4.0,762.0,1.0,3.0
s0369,5,s0369__5,5,1514,0,32,256,256,3.0,4.0,110.0,143.0,85.0,115.0,2.0,34.0,31.0,3.4227212681638046,126.20673712021136,98.03236459709379,0.11041036348915499,0.49492838086357394,0.3844406454787992,2.0,1514.0,1.0,1.0
s0369,6,s0369__6,6,30488,0,32,256,256,16.0,23.0,114.0,226.0,60.0,182.0,8.0,113.0,123.0,20.266695093151405,182.73517449488324,120.07976908947782,0.6537643578435938,0.7166085274309146,0.4709010552528542,8.0,18121.0,0.5943649960640252,1.0
s0370,2,s0370__2,2,14,0,32,256,256,31.0,31.0,114.0,116.0,33.0,40.0,1.0,3.0,8.0,31.0,115.0,36.285714285714285,1.0,0.45098039215686275,0.142296918767507,1.0,14.0,1.0,1.0
s0370,3,s0370__3,3,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0370,4,s0370__4,4,119,0,32,256,256,18.0,19.0,111.0,120.0,84.0,125.0,2.0,10.0,42.0,18.3781512605042,114.78151260504201,108.32773109243698,0.5928435890485226,0.450123578843302,0.42481463173504697,2.0,119.0,1.0,1.0
s0370,5,s0370__5,5,333,0,32,256,256,1.0,2.0,122.0,144.0,187.0,212.0,2.0,23.0,26.0,1.5105105105105106,133.13513513513513,201.34834834834834,0.04872614550033905,0.5220985691573926,0.7896013660719543,2.0,333.0,1.0,1.0
s0370,6,s0370__6,6,1013,0,32,256,256,1.0,6.0,102.0,126.0,140.0,193.0,6.0,25.0,54.0,3.1441263573543927,116.36426456071077,171.9466929911155,0.10142343088239976,0.4563304492576893,0.6743007568279039,6.0,888.0,0.876604146100691,2.0
s0371,1,s0371__1,1,6847,0,32,256,256,23.0,29.0,119.0,171.0,49.0,104.0,7.0,53.0,56.0,26.17701182999854,145.9028771724843,80.5114648751278,0.8444197364515659,0.5721681457744482,0.3157312348044227,7.0,3726.0,0.5441799328172923,1.0
s0371,2,s0371__2,2,408,0,32,256,256,23.0,25.0,106.0,153.0,99.0,117.0,3.0,48.0,19.0,23.82107843137255,132.85049019607843,108.69607843137256,0.7684218848829855,0.5209823144944252,0.4262591311034218,3.0,408.0,1.0,3.0
s0371,3,s0371__3,3,196,0,32,256,256,8.0,9.0,184.0,197.0,142.0,156.0,2.0,14.0,15.0,8.188775510204081,190.10204081632654,148.00510204081633,0.2641540487162607,0.745498199279712,0.5804121648659464,2.0,196.0,1.0,1.0
s0371,4,s0371__4,4,12,0,32,256,256,13.0,13.0,106.0,109.0,162.0,165.0,1.0,4.0,4.0,13.0,107.5,163.5,0.41935483870967744,0.4215686274509804,0.6411764705882353,1.0,12.0,1.0,1.0
s0371,7,s0371__7,7,73090,0,32,256,256,5.0,17.0,92.0,224.0,47.0,187.0,13.0,133.0,141.0,11.68243261732111,174.29883705021206,119.46918867150089,0.3768526650748745,0.6835248511773022,0.46850662224117995,13.0,24840.0,0.3398549733205637,1.0
s0375,1,s0375__1,1,186,0,32,256,256,28.0,30.0,39.0,136.0,138.0,148.0,3.0,98.0,11.0,29.612903225806452,84.68279569892474,144.1290322580645,0.9552549427679501,0.3320893948977441,0.5652118912080961,3.0,186.0,1.0,4.0
s0375,2,s0375__2,2,81,0,32,256,256,14.0,19.0,85.0,151.0,120.0,152.0,6.0,67.0,33.0,15.074074074074074,120.30864197530865,133.12345679012347,0.4862604540023895,0.4717985959816025,0.5220527717259744,4.0,81.0,1.0,4.0
s0375,3,s0375__3,3,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0375,4,s0375__4,4,162,0,32,256,256,20.0,21.0,91.0,101.0,99.0,109.0,2.0,11.0,11.0,20.47530864197531,96.12962962962963,103.96913580246914,0.6604938271604939,0.3769789397240378,0.4077221011861535,2.0,162.0,1.0,1.0
s0375,5,s0375__5,5,52110,0,32,256,256,15.0,22.0,58.0,224.0,66.0,186.0,8.0,167.0,121.0,19.068355402034157,164.1582229898292,135.57795048934946,0.6151082387752954,0.6437577372150165,0.5316782372131351,8.0,24581.0,0.47171368259451163,1.0
s0376,1,s0376__1,1,947,0,32,256,256,0.0,28.0,109.0,169.0,33.0,178.0,29.0,61.0,146.0,23.865892291446674,127.42133051742344,129.0844772967265,0.7698674932724734,0.49969149222519,0.506213636457751,6.0,916.0,0.9672650475184794,10.0
s0376,2,s0376__2,2,1162,0,32,256,256,8.0,17.0,84.0,184.0,97.0,198.0,10.0,101.0,102.0,14.655765920826163,125.99397590361446,146.2564543889845,0.47276664260729556,0.49409402315142925,0.5735547230940569,7.0,1162.0,1.0,8.0
s0376,3,s0376__3,3,214,0,32,256,256,15.0,18.0,183.0,243.0,82.0,100.0,4.0,61.0,19.0,17.08411214953271,197.12616822429908,88.85046728971963,0.55110039192041,0.7730437969580356,0.34843320505772407,3.0,214.0,1.0,2.0
s0376,4,s0376__4,4,171029,0,32,256,256,4.0,29.0,0.0,141.0,0.0,167.0,26.0,142.0,168.0,14.507855392945055,52.99857334136316,43.08333089709932,0.4679953352562921,0.20783754251514966,0.1689542388121542,26.0,35549.0,0.20785363885656818,1.0
s0376,5,s0376__5,5,98857,0,32,256,256,3.0,27.0,173.0,255.0,3.0,188.0,25.0,83.0,186.0,13.86014141638933,227.50757154273344,68.38335171004583,0.447101336012559,0.8921865550695429,0.26817000670606206,25.0,25868.0,0.2616708983683502,1.0
s0376,6,s0376__6,6,57226,0,32,256,256,4.0,18.0,138.0,255.0,103.0,255.0,15.0,118.0,153.0,11.411299059867892,220.4664837661203,203.17551462621884,0.368106421286061,0.8645744461416482,0.7967667240243876,15.0,21754.0,0.3801418935448922,2.0
s0376,8,s0376__8,8,169311,0,32,256,256,13.0,31.0,121.0,255.0,27.0,255.0,19.0,135.0,229.0,23.513912267956602,216.32458021038207,163.60575508974608,0.758513298966342,0.8483316870995375,0.6415911964303768,19.0,36602.0,0.21618205550732084,1.0
s0377,2,s0377__2,2,9804,0,32,256,256,0.0,17.0,92.0,140.0,83.0,156.0,18.0,49.0,74.0,8.568645450836394,111.17564259485924,106.99408404732762,0.27640791776891593,0.4359829121367029,0.4195846433228534,18.0,4211.0,0.4295185638514892,1.0
s0377,3,s0377__3,3,32270,0,32,256,256,0.0,4.0,84.0,228.0,82.0,202.0,5.0,145.0,121.0,1.212116516888751,164.94453052370622,145.84050201425472,0.039100532802862936,0.646841296171397,0.5719235373108028,5.0,21088.0,0.6534862101022622,1.0
s0383,1,s0383__1,1,1008,0,32,256,256,18.0,19.0,117.0,143.0,55.0,98.0,2.0,27.0,44.0,18.086309523809526,131.16170634920636,77.33432539682539,0.5834293394777267,0.5143596327419857,0.30327186430127606,2.0,1008.0,1.0,1.0
s0383,2,s0383__2,2,895,0,32,256,256,27.0,30.0,123.0,152.0,87.0,165.0,4.0,30.0,79.0,28.660335195530728,142.10614525139664,124.96871508379888,0.9245269417913138,0.5572790009858691,0.4900733924854858,4.0,888.0,0.9921787709497206,2.0
s0383,3,s0383__3,3,1628,0,32,256,256,20.0,20.0,96.0,132.0,91.0,146.0,1.0,37.0,56.0,20.0,114.62223587223588,116.78194103194103,0.6451612903225806,0.4494989642048466,0.45796839620369034,1.0,1628.0,1.0,1.0
s0383,4,s0383__4,4,120,0,32,256,256,20.0,20.0,128.0,136.0,131.0,150.0,1.0,9.0,20.0,20.0,132.11666666666667,140.53333333333333,0.6451612903225806,0.5181045751633987,0.5511111111111111,1.0,120.0,1.0,1.0
s0383,5,s0383__5,5,4031,0,32,256,256,15.0,20.0,150.0,208.0,68.0,208.0,6.0,59.0,141.0,17.145869511287522,175.86306127511784,180.17861572810716,0.5530925648802426,0.6896590638239916,0.7065828067768908,6.0,2863.0,0.7102455966261474,7.0
s0383,6,s0383__6,6,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0388,1,s0388__1,1,30162,0,32,256,256,15.0,27.0,128.0,194.0,84.0,191.0,13.0,67.0,108.0,21.393972548239507,161.18858165904118,141.34742391088125,0.6901281467174034,0.6321120849374163,0.5543036231799264,13.0,11191.0,0.3710297725615012,1.0
s0388,2,s0388__2,2,291,0,32,256,256,11.0,12.0,137.0,161.0,133.0,152.0,2.0,25.0,20.0,11.536082474226804,150.9037800687285,145.43642611683848,0.3721316927169937,0.5917795296812882,0.5703389259483862,2.0,291.0,1.0,2.0
s0388,3,s0388__3,3,740,0,32,256,256,8.0,16.0,49.0,194.0,130.0,222.0,9.0,146.0,93.0,13.297297297297296,86.12162162162163,162.22702702702702,0.4289450741063644,0.3377318494965554,0.6361844197138314,6.0,734.0,0.9918918918918919,7.0
s0389,1,s0389__1,1,757,0,32,256,256,5.0,13.0,120.0,170.0,68.0,142.0,9.0,51.0,75.0,8.750330250990753,145.54821664464993,112.99207397622193,0.2822687177738953,0.5707773201750977,0.4431061724557723,5.0,757.0,1.0,4.0
s0389,2,s0389__2,2,362,0,32,256,256,13.0,29.0,113.0,148.0,41.0,112.0,17.0,36.0,72.0,23.30939226519337,129.292817679558,85.80939226519337,0.7519158795223668,0.5070306575668941,0.33650742064781713,8.0,362.0,1.0,9.0
s0389,3,s0389__3,3,1432,0,32,256,256,4.0,16.0,104.0,187.0,90.0,167.0,13.0,84.0,78.0,12.511871508379889,143.6054469273743,127.6145251396648,0.4036087583348351,0.5631586154014678,0.5004491181947639,10.0,1388.0,0.9692737430167597,5.0
s0389,4,s0389__4,4,1319,0,32,256,256,0.0,2.0,128.0,161.0,81.0,100.0,3.0,34.0,20.0,0.9954510993176648,142.10841546626233,90.22365428354814,0.0321113257844408,0.5572879037892641,0.3538182520923457,3.0,1011.0,0.7664897649734648,1.0
s0393,1,s0393__1,1,50,0,32,256,256,10.0,24.0,33.0,183.0,77.0,171.0,15.0,151.0,95.0,16.16,99.12,129.16,0.5212903225806451,0.3887058823529412,0.5065098039215686,2.0,50.0,1.0,2.0
s0393,2,s0393__2,2,583,0,32,256,256,11.0,29.0,111.0,139.0,145.0,220.0,19.0,29.0,76.0,24.51114922813036,121.57975986277873,173.18867924528303,0.7906822331654955,0.476783372010897,0.6791712911579727,10.0,568.0,0.9742710120068611,11.0
s0393,3,s0393__3,3,47,0,32,256,256,23.0,26.0,99.0,123.0,124.0,137.0,4.0,25.0,14.0,23.53191489361702,113.76595744680851,131.68085106382978,0.7590940288263555,0.4461410095953275,0.51639549436796,3.0,47.0,1.0,3.0
s0402,1,s0402__1,1,47,0,32,256,256,7.0,8.0,111.0,119.0,116.0,123.0,2.0,9.0,8.0,7.638297872340425,114.36170212765957,120.57446808510639,0.24639670555936857,0.4484772632457238,0.4728410513141427,2.0,47.0,1.0,1.0
s0402,2,s0402__2,2,25,0,32,256,256,17.0,18.0,79.0,180.0,78.0,94.0,2.0,102.0,17.0,17.68,100.52,89.16,0.5703225806451613,0.39419607843137255,0.3496470588235294,2.0,25.0,1.0,2.0
s0402,4,s0402__4,4,53,0,32,256,256,20.0,20.0,154.0,161.0,101.0,109.0,1.0,8.0,9.0,20.0,157.0566037735849,105.11320754716981,0.6451612903225806,0.6159082500924898,0.41220865704772475,1.0,53.0,1.0,1.0
s0402,5,s0402__5,5,175,0,32,256,256,23.0,23.0,183.0,201.0,82.0,99.0,1.0,19.0,18.0,23.0,191.90285714285713,90.90857142857143,0.7419354838709677,0.7525602240896359,0.3565042016806723,1.0,175.0,1.0,1.0
