case_id,z,z_next,sim
s0141,29,30,0.65051959102625
s0141,30,31,0.6496849608429638
s0143,0,1,0.6631324308065298
s0143,1,2,0.7552076780101732
s0143,2,3,0.7578099255106656
s0143,3,4,0.7047416329001782
s0143,4,5,0.7313932188389242
s0143,5,6,0.7494791826913622
s0143,6,7,0.7270490511873556
s0143,7,8,0.7028053970706694
s0143,8,9,0.7365226638766486
s0143,9,10,0.7144786217239504
s0143,10,11,0.7275710021669259
s0143,11,12,0.6999646223673371
s0143,12,13,0.7143346258710794
s0143,13,14,0.6881954514369504
s0143,14,15,0.7222996981688102
s0143,15,16,0.7175272143079489
s0143,16,17,0.733065016732763
s0143,17,18,0.7783599042189099
s0143,18,19,0.8139902380946807
s0143,19,20,0.8059630078397433
s0143,20,21,0.7871571398718451
s0143,21,22,0.7942930091612997
s0143,22,23,0.7978493336329073
s0143,23,24,0.7761491176778819
s0143,24,25,0.7833231396542696
s0143,25,26,0.7743310082010604
s0143,26,27,0.7507772389817492
s0143,27,28,0.73371810809012
s0143,28,29,0.727050742678577
s0143,29,30,0.6985587225265162
s0143,30,31,0.6718200106570413
s0146,0,1,0.11431580796321901
s0146,1,2,0.5683474696116203
s0146,2,3,0.7241380531527936
s0146,3,4,0.7040768678248954
s0146,4,5,0.6753667984280441
s0146,5,6,0.6280614800669665
s0146,6,7,0.5679135616771732
s0146,7,8,0.5202661935473893
s0146,8,9,0.5383580106770383
s0146,9,10,0.5606471343459591
s0146,10,11,0.5670610985826589
s0146,11,12,0.5593297280903906
s0146,12,13,0.5359256599744051
s0146,13,14,0.5328120165036486
s0146,14,15,0.5056747164518803
s0146,15,16,0.5157280768259317
s0146,16,17,0.5124928439184583
s0146,17,18,0.5136944440464746
s0146,18,19,0.5090512275875062
s0146,19,20,0.5315584706620766
s0146,20,21,0.5316370579781651
s0146,21,22,0.5468044991944402
s0146,22,23,0.546158747882078
s0146,23,24,0.5435175304920649
s0146,24,25,0.5583815433401259
s0146,25,26,0.5891374627414369
s0146,26,27,0.6030406089065571
s0146,27,28,0.6006148585725554
s0146,28,29,0.5971359015231796
s0146,29,30,0.4946112139987813
s0146,30,31,0.24393544700041647
s0150,0,1,0.7473494175994717
s0150,1,2,0.7521769988814667
s0150,2,3,0.7422865382033315
s0150,3,4,0.7351564410319363
s0150,4,5,0.741771866835515
s0150,5,6,0.7471704006050437
s0150,6,7,0.7293444106537063
s0150,7,8,0.6977472369891972
s0150,8,9,0.6617663021389051
s0150,9,10,0.6340483646376625
s0150,10,11,0.6135546761548469
s0150,11,12,0.5789563480506384
s0150,12,13,0.5958811668703847
s0150,13,14,0.5867460141458948
s0150,14,15,0.6095747935434637
s0150,15,16,0.6227590058524982
s0150,16,17,0.6531470144886244
s0150,17,18,0.6699168484771774
s0150,18,19,0.6781637926768931
s0150,19,20,0.6785978698128953
s0150,20,21,0.6695562170719943
s0150,21,22,0.6591470213562767
s0150,22,23,0.6844283221559334
s0150,23,24,0.6916921670805619
s0150,24,25,0.6962433613149107
s0150,25,26,0.6904848695681095
s0150,26,27,0.6456076474218444
s0150,27,28,0.6201997831984145
s0150,28,29,0.6082805954560649
s0150,29,30,0.6339433898737175
s0150,30,31,0.6506034505155565
s0151,0,1,0.584388346733344
s0151,1,2,0.821694983368285
s0151,2,3,0.253638859244898
s0151,3,4,0.7323797226624443
s0151,4,5,0.7294802894870116
s0151,5,6,0.7060984427204446
s0151,6,7,0.7070793886305394
s0151,7,8,0.725021170670554
s0151,8,9,0.7447686979016822
s0151,9,10,0.7379982947366347
s0151,10,11,0.6832790036650742
s0151,11,12,0.6488318074106404
s0151,12,13,0.6387778951343778
s0151,13,14,0.6114532127547218
s0151,14,15,0.5805756517552261
s0151,15,16,0.5844749430719258
s0151,16,17,0.6014636448296181
s0151,17,18,0.6440091794362127
s0151,18,19,0.6645886739877388
s0151,19,20,0.6831407987305982
s0151,20,21,0.6867123383752576
s0151,21,22,0.7052547598015652
s0151,22,23,0.6827597864025927
s0151,23,24,0.700913909316372
s0151,24,25,0.675666075513119
s0151,25,26,0.6917728981404219
s0151,26,27,0.6973443408871746
s0151,27,28,0.6900153691285869
s0151,28,29,0.1739280956702074
s0151,29,30,0.7638587284752335
s0151,30,31,0.51372236221327
s0152,0,1,0.5697885398260459
s0152,1,2,0.5735267488262716
s0152,2,3,0.5879294459597217
s0152,3,4,0.5898095825924637
s0152,4,5,0.6044601566753001
s0152,5,6,0.6143690180857594
s0152,6,7,0.5954778161868044
s0152,7,8,0.5851198088341028
s0152,8,9,0.528135275390556
s0152,9,10,0.6048036139521741
s0152,10,11,0.6227586906424308
s0152,11,12,0.622594089083574
s0152,12,13,0.6187108815111612
s0152,13,14,0.60370307563929
s0152,14,15,0.6642318130294114
s0152,15,16,0.7375062151726298
s0152,16,17,0.7808873250467953
s0152,17,18,0.7578302957645195
s0152,18,19,0.7537705118996472
s0152,19,20,0.7581646787468598
s0152,20,21,0.7836025267007907
s0152,21,22,0.80706461687691
s0152,22,23,0.8796690589196361
s0152,23,24,0.8829193369807038
s0152,24,25,0.8632300381879521
s0152,25,26,0.8446930127886175
s0152,26,27,0.8298620060044536
s0152,27,28,0.8198072129328574
s0152,28,29,0.8140104955658827
s0152,29,30,0.7732477012270497
s0152,30,31,0.8191247936155928
s0153,0,1,0.7008934178247577
s0153,1,2,0.7383829104537226
s0153,2,3,0.7592973877578242
s0153,3,4,0.7642138768907003
s0153,4,5,0.8140706499544865
s0153,5,6,0.7669188904922595
s0153,6,7,0.7455222396097488
s0153,7,8,0.7118309015919582
s0153,8,9,0.7017619279184327
s0153,9,10,0.7038363308902739
s0153,10,11,0.6744437621473142
s0153,11,12,0.7160856199434035
s0153,12,13,0.7535093593209784
s0153,13,14,0.7859847954323026
s0153,14,15,0.8029419513649878
s0153,15,16,0.7703105265101984
s0153,16,17,0.7226534954713962
s0153,17,18,0.6933471610055368
s0153,18,19,0.6762357137331313
s0153,19,20,0.6533401692150748
s0153,20,21,0.6327258221108633
s0153,21,22,0.6520274584675653
s0153,22,23,0.7046459615022901
s0153,23,24,0.7318521580247656
s0153,24,25,0.7552320939644576
s0153,25,26,0.7314687315898258
s0153,26,27,0.7193722179705279
s0153,27,28,0.6826268238317156
s0153,28,29,0.6301980877981755
s0153,29,30,0.602740172302562
s0153,30,31,0.6139940936659897
s0156,0,1,0.7916353540167921
s0156,1,2,0.7921234053231684
s0156,2,3,0.7951583029778656
s0156,3,4,0.7918299780584312
s0156,4,5,0.7890629342886424
s0156,5,6,0.7709008390351687
s0156,6,7,0.7703864664416481
s0156,7,8,0.7791248568322295
s0156,8,9,0.7814616603202403
s0156,9,10,0.7790644334901153
s0156,10,11,0.7862008023809698
s0156,11,12,0.7686894187678909
s0156,12,13,0.7797529185136911
s0156,13,14,0.8013349620684083
s0156,14,15,0.8156929105936567
s0156,15,16,0.8260345085423931
s0156,16,17,0.8209120410864132
s0156,17,18,0.8175131399840547
s0156,18,19,0.8147929893256882
s0156,19,20,0.8136154897037013
s0156,20,21,0.8196981048851628
s0156,21,22,0.8263663912596274
s0156,22,23,0.8241716559480827
s0156,23,24,0.8165142859218346
s0156,24,25,0.8065542839498274
s0156,25,26,0.809496626032324
s0156,26,27,0.8121748811884266
s0156,27,28,0.816725668170568
s0156,28,29,0.8207257075110823
s0156,29,30,0.817353201922666
s0156,30,31,0.8030608400183609
s0157,0,1,0.6938148915609208
s0157,1,2,0.6806649381641643
s0157,2,3,0.6566396244053144
s0157,3,4,0.6704756326474729
s0157,4,5,0.6864082690002408
s0157,5,6,0.6839707205271828
s0157,6,7,0.6844230761948193
s0157,7,8,0.6635963214330922
s0157,8,9,0.6339653161437654
s0157,9,10,0.6260380015407743
s0157,10,11,0.6366770757696515
s0157,11,12,0.6463840428966373
s0157,12,13,0.6408857882564998
s0157,13,14,0.6237177795896058
s0157,14,15,0.6133585648220733
s0157,15,16,0.5950315060000494
s0157,16,17,0.6013727293007346
s0157,17,18,0.6431218822662162
s0157,18,19,0.6639969000187314
s0157,19,20,0.6550157429109327
s0157,20,21,0.6208508139205138
s0157,21,22,0.5934493693248143
s0157,22,23,0.5922215194373028
s0157,23,24,0.608981680663305
s0157,24,25,0.6050372885174092
s0157,25,26,0.5709582753772382
s0157,26,27,0.5519670899828742
s0157,27,28,0.5458023386117836
s0157,28,29,0.567686739242852
s0157,29,30,0.6115844228650956
s0157,30,31,0.632955122178053
s0158,0,1,0.6495996237281714
s0158,1,2,0.6662393444555598
s0158,2,3,0.6873623735881362
s0158,3,4,0.6898748265232542
s0158,4,5,0.6697840594326316
s0158,5,6,0.6615772694587734
s0158,6,7,0.6089234109977514
s0158,7,8,0.5895799808371388
s0158,8,9,0.566013167791614
s0158,9,10,0.5434077187988141
s0158,10,11,0.5234954701533323
s0158,11,12,0.5279713541050371
s0158,12,13,0.5604073728073683
s0158,13,14,0.575085217397738
s0158,14,15,0.5863595331041712
s0158,15,16,0.6204486206554365
s0158,16,17,0.6200433982597645
s0158,17,18,0.6151298683393768
s0158,18,19,0.6206392955140905
s0158,19,20,0.5958664986385785
s0158,20,21,0.5974251222985655
s0158,21,22,0.5976391932425438
s0158,22,23,0.593308771055263
s0158,23,24,0.5892035099714673
s0158,24,25,0.583328079510111
s0158,25,26,0.5944355967773046
s0158,26,27,0.6010452756427092
s0158,27,28,0.5871393614269814
s0158,28,29,0.5685288424287345
s0158,29,30,0.539995556342693
s0158,30,31,0.5665793879327269
s0160,0,1,0.6497776872917678
s0160,1,2,0.6569129914243542
s0160,2,3,0.6668098778754947
s0160,3,4,0.6557856830986108
s0160,4,5,0.6682070884280694
s0160,5,6,0.6788109525378272
s0160,6,7,0.6816937348413148
s0160,7,8,0.6949010740795327
s0160,8,9,0.705079772472369
s0160,9,10,0.708502869955949
s0160,10,11,0.7026267615141129
s0160,11,12,0.7064182077436475
s0160,12,13,0.7052778035255803
s0160,13,14,0.6992201669959668
s0160,14,15,0.7050750001081666
s0160,15,16,0.7046328854679057
s0160,16,17,0.7011711790301797
s0160,17,18,0.706294446957808
s0160,18,19,0.7109890881722221
s0160,19,20,0.7163640291478262
s0160,20,21,0.7246903345677246
s0160,21,22,0.7269055715035488
s0160,22,23,0.7226743856230963
s0160,23,24,0.7355216952022341
s0160,24,25,0.7386927974333333
s0160,25,26,0.7353618738914584
s0160,26,27,0.7443543147698182
s0160,27,28,0.7424155008498141
s0160,28,29,0.7285814259093883
s0160,29,30,0.7214089573175123
s0160,30,31,0.7183597888878602
s0161,0,1,0.7194128528198658
s0161,1,2,0.7216549264513149
s0161,2,3,0.6950253674700216
s0161,3,4,0.6895202929572254
s0161,4,5,0.710754164713457
s0161,5,6,0.735010124960545
s0161,6,7,0.7334978455443153
s0161,7,8,0.7441299356244869
s0161,8,9,0.7469273242665236
s0161,9,10,0.6935184791809891
s0161,10,11,0.682740781310955
s0161,11,12,0.6811468356895202
s0161,12,13,0.6360915895681342
s0161,13,14,0.6014774021046482
s0161,14,15,0.6074835440751177
s0161,15,16,0.7061329255135024
s0161,16,17,0.7576469959380273
s0161,17,18,0.7576147355292601
s0161,18,19,0.7777836752139563
s0161,19,20,0.7796718874368698
s0161,20,21,0.7872476317093934
s0161,21,22,0.7618995710990296
s0161,22,23,0.7585231530725989
s0161,23,24,0.743373756446068
s0161,24,25,0.7785609622080903
s0161,25,26,0.7464303886279852
s0161,26,27,0.7363885278397078
s0161,27,28,0.712084493200914
s0161,28,29,0.6796545255721024
s0161,29,30,0.620936089061086
s0161,30,31,0.40303953739471504
s0162,0,1,0.17506767875687768
s0162,1,2,0.7396052372238594
s0162,2,3,0.727395556693392
s0162,3,4,0.7064988211188497
s0162,4,5,0.6717379492464797
s0162,5,6,0.6556987290104257
s0162,6,7,0.64296256679404
s0162,7,8,0.6292630541022651
s0162,8,9,0.6594314908693172
s0162,9,10,0.6707291946124015
s0162,10,11,0.6641743616320385
s0162,11,12,0.669412250001028
s0162,12,13,0.6786121544037642
s0162,13,14,0.6509979773807072
s0162,14,15,0.6531930834292421
s0162,15,16,0.6532181752042912
s0162,16,17,0.659992714210122
s0162,17,18,0.6497076618335358
s0162,18,19,0.6424163787497985
s0162,19,20,0.6599852329202534
s0162,20,21,0.6682299988816862
s0162,21,22,0.6792519717595287
s0162,22,23,0.6769845403828084
s0162,23,24,0.6842092974115845
s0162,24,25,0.6867608754275232
s0162,25,26,0.6773437241267631
s0162,26,27,0.693018645280889
s0162,27,28,0.692189577441169
s0162,28,29,0.7030026767491475
s0162,29,30,0.6983331098287914
s0162,30,31,0.37280962502761
s0163,0,1,0.805391310354152
s0163,1,2,0.7983422254147895
s0163,2,3,0.7892675301294529
s0163,3,4,0.7955298126813375
s0163,4,5,0.7826141389034046
s0163,5,6,0.7681964329187574
s0163,6,7,0.7575838911372036
s0163,7,8,0.7592840683208363
s0163,8,9,0.7744203219316269
s0163,9,10,0.7745034034857177
s0163,10,11,0.7820555375420102
s0163,11,12,0.7959360538510024
s0163,12,13,0.7904124207996456
s0163,13,14,0.7993258385732653
s0163,14,15,0.8025270790376695
s0163,15,16,0.7967169970570727
s0163,16,17,0.7913283191608985
s0163,17,18,0.7914959786347306
s0163,18,19,0.7531611977653269
s0163,19,20,0.7396673425993876
s0163,20,21,0.7509603630511951
s0163,21,22,0.7514148118898264
s0163,22,23,0.7759692252157436
s0163,23,24,0.7643217872408137
s0163,24,25,0.7295800897741513
s0163,25,26,0.7111525917850912
s0163,26,27,0.7104071437752144
s0163,27,28,0.7008345405066425
s0163,28,29,0.7055025056948241
s0163,29,30,0.6973810122470734
s0163,30,31,0.6973601782548532
s0165,0,1,0.7192634820276224
s0165,1,2,0.733856634949272
s0165,2,3,0.738132732977685
s0165,3,4,0.7352363393530693
s0165,4,5,0.7281211550458963
s0165,5,6,0.709199402811272
s0165,6,7,0.716324917767223
s0165,7,8,0.7386219717353648
s0165,8,9,0.7551149202958289
s0165,9,10,0.7594160739509962
s0165,10,11,0.7544879589271746
s0165,11,12,0.7404394190652464
s0165,12,13,0.7329525625549643
s0165,13,14,0.7438541949652815
s0165,14,15,0.7581436617999533
s0165,15,16,0.7631795882772159
s0165,16,17,0.7641181966723588
s0165,17,18,0.7534350635252045
s0165,18,19,0.7478234885408932
s0165,19,20,0.7526056567533489
s0165,20,21,0.7670044611890978
s0165,21,22,0.7703172777663025
s0165,22,23,0.7677134983280737
s0165,23,24,0.7556277376264271
s0165,24,25,0.7402117934856846
s0165,25,26,0.742651946251099
s0165,26,27,0.7603630559393717
s0165,27,28,0.7519610577901231
s0165,28,29,0.7538213615030751
s0165,29,30,0.7447068107685598
s0165,30,31,0.7275418040518421
s0166,0,1,0.8016951416102087
s0166,1,2,0.8015000526101722
s0166,2,3,0.7979262058398016
s0166,3,4,0.7998606017561738
s0166,4,5,0.8285507178260628
s0166,5,6,0.8258584911464667
s0166,6,7,0.8300686500482413
s0166,7,8,0.800302587410399
s0166,8,9,0.7804947831422238
s0166,9,10,0.7614814966202885
s0166,10,11,0.7628158133245907
s0166,11,12,0.751992174850042
s0166,12,13,0.7883754354409791
s0166,13,14,0.787035211987724
s0166,14,15,0.7810368709186982
s0166,15,16,0.7534353941586633
s0166,16,17,0.7315389547543436
s0166,17,18,0.7244066703205272
s0166,18,19,0.7083952014529233
s0166,19,20,0.7046704923877982
s0166,20,21,0.7289485861908156
s0166,21,22,0.7444892333497791
s0166,22,23,0.7649204364351079
s0166,23,24,0.7798890385742793
s0166,24,25,0.8088701860693953
s0166,25,26,0.8099547350308578
s0166,26,27,0.7869149068585526
s0166,27,28,0.7893051966213127
s0166,28,29,0.7617928675854748
s0166,29,30,0.7476722964447055
s0166,30,31,0.7243343257749404
s0167,0,1,0.43626661015614576
s0167,1,2,0.4327364848788921
s0167,2,3,0.406534684659417
s0167,3,4,0.4234203987189316
s0167,4,5,0.43342117057954754
s0167,5,6,0.4348483898218482
s0167,6,7,0.44353155550438206
s0167,7,8,0.45206514162221306
s0167,8,9,0.4635167281231622
s0167,9,10,0.4684818339901464
s0167,10,11,0.48734004202031733
s0167,11,12,0.520551648662813
s0167,12,13,0.585041262574032
s0167,13,14,0.6162489119663938
s0167,14,15,0.6703468701185538
s0167,15,16,0.7179141448509694
s0167,16,17,0.7199466101257471
s0167,17,18,0.7574805034535997
s0167,18,19,0.7891242826651095
s0167,19,20,0.7907283252887315
s0167,20,21,0.7816872893494016
s0167,21,22,0.7715355917475257
s0167,22,23,0.7663043745270249
s0167,23,24,0.772177894042368
s0167,24,25,0.7408037498219114
s0167,25,26,0.7168632974445415
s0167,26,27,0.7038808550317006
s0167,27,28,0.7110827806779968
s0167,28,29,0.7254374598748002
s0167,29,30,0.7239712128141732
s0167,30,31,0.7463443420257743
s0170,0,1,0.5861297117805544
s0170,1,2,0.5291761338385946
s0170,2,3,0.47808350825523327
s0170,3,4,0.510194467470446
s0170,4,5,0.48093970166922745
s0170,5,6,0.47093835607010276
s0170,6,7,0.46792739106269693
s0170,7,8,0.45868999059896615
s0170,8,9,0.4771827094616162
s0170,9,10,0.538266362024965
s0170,10,11,0.590255420373526
s0170,11,12,0.5858325547906785
s0170,12,13,0.6337821289024986
s0170,13,14,0.6776844933770583
s0170,14,15,0.7417164517859449
s0170,15,16,0.8094133195883633
s0170,16,17,0.8323168912285592
s0170,17,18,0.8211691243294987
s0170,18,19,0.8089876952956111
s0170,19,20,0.796958366453484
s0170,20,21,0.8195851347864774
s0170,21,22,0.7966479534901808
s0170,22,23,0.7554521142400021
s0170,23,24,0.7254768513493501
s0170,24,25,0.6841495297571829
s0170,25,26,0.6879712995254504
s0170,26,27,0.7417427215175988
s0170,27,28,0.7395396468844032
s0170,28,29,0.6793582036279512
s0170,29,30,0.7341153553491684
s0170,30,31,0.7946224215417718
s0171,0,1,0.7576794944964576
s0171,1,2,0.7290071985029258
s0171,2,3,0.7135260197848745
s0171,3,4,0.721745335318493
s0171,4,5,0.7054813464836523
s0171,5,6,0.6764873872606398
s0171,6,7,0.669940333234106
s0171,7,8,0.6514042451197889
s0171,8,9,0.6518227985368283
s0171,9,10,0.6851677711503166
s0171,10,11,0.7121268026732324
s0171,11,12,0.7244888034397214
s0171,12,13,0.7131716619969823
s0171,13,14,0.6475388638072088
s0171,14,15,0.6502167992742068
s0171,15,16,0.639233003424223
s0171,16,17,0.6145058324845533
s0171,17,18,0.6069068370511662
s0171,18,19,0.5313199659953322
s0171,19,20,0.5725459318419429
s0171,20,21,0.6207243091021807
s0171,21,22,0.6179220143232539
s0171,22,23,0.6280009507532653
s0171,23,24,0.6143082215824046
s0171,24,25,0.6043588587434577
s0171,25,26,0.5838047614491038
s0171,26,27,0.5516412405704197
s0171,27,28,0.5605557448788122
s0171,28,29,0.5681576632101029
s0171,29,30,0.5877771609559558
s0171,30,31,0.5987924108578191
s0174,0,1,0.7827812089062615
s0174,1,2,0.7663330162411024
s0174,2,3,0.7600794703339585
s0174,3,4,0.7379141988270418
s0174,4,5,0.7072889942755719
s0174,5,6,0.6401439587839443
s0174,6,7,0.6522122265824685
s0174,7,8,0.6816526089428913
s0174,8,9,0.6763371950880693
s0174,9,10,0.6777618122447718
s0174,10,11,0.6450115578846789
s0174,11,12,0.6483384548314464
s0174,12,13,0.6371724336317671
s0174,13,14,0.611027067284212
s0174,14,15,0.6111221695117383
s0174,15,16,0.5984895286128114
s0174,16,17,0.612007232448843
s0174,17,18,0.6616881773358965
s0174,18,19,0.6982021855206213
s0174,19,20,0.6831108499940277
s0174,20,21,0.6912304753149149
s0174,21,22,0.6780949800723775
s0174,22,23,0.6699431250974868
s0174,23,24,0.6734171292911721
s0174,24,25,0.687664730318126
s0174,25,26,0.7303916923197268
s0174,26,27,0.6970763809672859
s0174,27,28,0.6821453642053888
s0174,28,29,0.6446857941418799
s0174,29,30,0.5926926198897562
s0174,30,31,0.577724740512344
s0175,0,1,0.5612249591527174
s0175,1,2,0.5616294897607169
s0175,2,3,0.5603379319721945
s0175,3,4,0.5375333831514584
s0175,4,5,0.5400850652014934
s0175,5,6,0.5305944499765722
s0175,6,7,0.5225783130382546
s0175,7,8,0.5145745046765839
s0175,8,9,0.5141774950958308
s0175,9,10,0.5173515517763929
s0175,10,11,0.5257015058638439
s0175,11,12,0.5365170326197827
s0175,12,13,0.5263126959625075
s0175,13,14,0.5295738571123995
s0175,14,15,0.5493224060362819
s0175,15,16,0.5613420287769179
s0175,16,17,0.564834871963216
s0175,17,18,0.569166330903387
s0175,18,19,0.5699656200596037
s0175,19,20,0.5724301549515286
s0175,20,21,0.5809144945034308
s0175,21,22,0.5585028657599879
s0175,22,23,0.5750478463742785
s0175,23,24,0.5728736810527434
s0175,24,25,0.5599340423247481
s0175,25,26,0.5611964498864612
s0175,26,27,0.5590128823224851
s0175,27,28,0.5550375606874762
s0175,28,29,0.5498534299539414
s0175,29,30,0.5461348029536309
s0175,30,31,0.5198347839364372
s0178,0,1,0.8151975133228799
s0178,1,2,0.7884697341572429
s0178,2,3,0.8003292582519312
s0178,3,4,0.8016983953765614
s0178,4,5,0.7976892534439651
s0178,5,6,0.8097751469976123
s0178,6,7,0.7864249067834505
s0178,7,8,0.7526221999680771
s0178,8,9,0.7200118428819868
s0178,9,10,0.7037144962645421
s0178,10,11,0.7141785431154344
s0178,11,12,0.715387999059728
s0178,12,13,0.7250266126559284
s0178,13,14,0.733173809434948
s0178,14,15,0.771557704401618
s0178,15,16,0.7868903892852239
s0178,16,17,0.7982610663667609
s0178,17,18,0.7816935828453174
s0178,18,19,0.7719510513590147
s0178,19,20,0.7428346013825751
s0178,20,21,0.7560432090600049
s0178,21,22,0.7665202347909448
s0178,22,23,0.7552902715280668
s0178,23,24,0.7319631822612868
s0178,24,25,0.7301822692995567
s0178,25,26,0.7408459971868319
s0178,26,27,0.7220112234261618
s0178,27,28,0.7071559117567255
s0178,28,29,0.6737327779564989
s0178,29,30,0.6711260011743724
s0178,30,31,0.7020235468345651
s0182,0,1,0.5997458957659164
s0182,1,2,0.6342370753503493
s0182,2,3,0.6092730334137052
s0182,3,4,0.5697982344664925
s0182,4,5,0.5909325692966326
s0182,5,6,0.6091009317043943
s0182,6,7,0.6125056450970698
s0182,7,8,0.6143805207538818
s0182,8,9,0.5826268331347201
s0182,9,10,0.5807916062822479
s0182,10,11,0.5722759941886066
s0182,11,12,0.5540679462993136
s0182,12,13,0.5742960001279667
s0182,13,14,0.5932749099042622
s0182,14,15,0.6128138561111289
s0182,15,16,0.6276411685530008
s0182,16,17,0.6244496909278825
s0182,17,18,0.61617707180061
s0182,18,19,0.5738307217883806
s0182,19,20,0.5736710775187963
s0182,20,21,0.5700130973670713
s0182,21,22,0.5744169793386067
s0182,22,23,0.554718970116129
s0182,23,24,0.5497442688996224
s0182,24,25,0.5599980183543253
s0182,25,26,0.5758121883560051
s0182,26,27,0.5919866159551483
s0182,27,28,0.5864425292901905
s0182,28,29,0.5862937603440724
s0182,29,30,0.5875318843988206
s0182,30,31,0.61410434561253
s0187,0,1,0.8004053432581926
s0187,1,2,0.8059540651972426
s0187,2,3,0.8036201644603526
s0187,3,4,0.751396068277817
s0187,4,5,0.729350543415552
s0187,5,6,0.7532871498880818
s0187,6,7,0.7619097199370352
s0187,7,8,0.7608663304645245
s0187,8,9,0.7607319692343354
s0187,9,10,0.7719843696894849
s0187,10,11,0.7636929240348931
s0187,11,12,0.7837447818593287
s0187,12,13,0.8169963209813409
s0187,13,14,0.8332697020439146
s0187,14,15,0.8123824496310356
s0187,15,16,0.8109862607063784
s0187,16,17,0.8299486137521439
s0187,17,18,0.8150862602040105
s0187,18,19,0.8279071044390619
s0187,19,20,0.8303881101871
s0187,20,21,0.8191737555713487
s0187,21,22,0.7965674277884643
s0187,22,23,0.778001222214378
s0187,23,24,0.7726572026907587
s0187,24,25,0.7709898791333544
s0187,25,26,0.7700392557519872
s0187,26,27,0.7884088425029293
s0187,27,28,0.8023205685361755
s0187,28,29,0.7858710374540426
s0187,29,30,0.8275039014195417
s0187,30,31,0.8851131445692373
s0190,0,1,0.7245448824219555
s0190,1,2,0.727978701418336
s0190,2,3,0.7151372502099335
s0190,3,4,0.7217667376843926
s0190,4,5,0.7096966001070698
s0190,5,6,0.7085709463249064
s0190,6,7,0.6902787995225389
s0190,7,8,0.677482935849997
s0190,8,9,0.6721340468229317
s0190,9,10,0.6632916043291653
s0190,10,11,0.6580853935544285
s0190,11,12,0.6423324085975205
s0190,12,13,0.6352526785534641
s0190,13,14,0.6268747106229822
s0190,14,15,0.6115219770713087
s0190,15,16,0.6312019743229192
s0190,16,17,0.6136602967581118
s0190,17,18,0.6237955868895403
s0190,18,19,0.6508886207786547
s0190,19,20,0.6780155800609782
s0190,20,21,0.6780000024486103
s0190,21,22,0.6775266035853794
s0190,22,23,0.6853748962764561
s0190,23,24,0.6748276917521184
s0190,24,25,0.6809593249425634
s0190,25,26,0.6916601422400439
s0190,26,27,0.6823795231274494
s0190,27,28,0.6958525401788267
s0190,28,29,0.6975975681365465
s0190,29,30,0.6770146517311371
s0190,30,31,0.6897144319973748
s0199,0,1,0.8658158600741624
s0199,1,2,0.8661923951265365
s0199,2,3,0.8632241839709468
s0199,3,4,0.8594647984743118
s0199,4,5,0.8484283995750322
s0199,5,6,0.8428165209738612
s0199,6,7,0.8282800269238315
s0199,7,8,0.8212389442282617
s0199,8,9,0.8318434689101498
s0199,9,10,0.8448873656297624
s0199,10,11,0.8515315742740361
s0199,11,12,0.8661804663983041
s0199,12,13,0.8692676789770712
s0199,13,14,0.8768602351792529
s0199,14,15,0.8807808311101627
s0199,15,16,0.8844376678616647
s0199,16,17,0.8847322045251541
s0199,17,18,0.88579798230239
s0199,18,19,0.885447170409631
s0199,19,20,0.8796242590651066
s0199,20,21,0.8793205885670377
s0199,21,22,0.8730402734085116
s0199,22,23,0.8689617745881649
s0199,23,24,0.8699668869406935
s0199,24,25,0.8728909314168908
s0199,25,26,0.8803439227055376
s0199,26,27,0.8817021849355604
s0199,27,28,0.8857911439687591
s0199,28,29,0.8898249230116196
s0199,29,30,0.8846529649411495
s0199,30,31,0.8834271868898999
s0212,0,1,0.2039508403361661
s0212,1,2,0.7512054475232421
s0212,2,3,0.7373768752766925
s0212,3,4,0.7227767600748888
s0212,4,5,0.7048628956207131
s0212,5,6,0.6946174948876531
s0212,6,7,0.6921707635295251
s0212,7,8,0.7077907358366773
s0212,8,9,0.686313172866123
s0212,9,10,0.6577193690341984
s0212,10,11,0.6201672707817562
s0212,11,12,0.6336837260081675
s0212,12,13,0.6523098435570388
s0212,13,14,0.6510310268794133
s0212,14,15,0.6753695992423501
s0212,15,16,0.6744516212405548
s0212,16,17,0.6871116271080776
s0212,17,18,0.6959134106692035
s0212,18,19,0.7095560792805562
s0212,19,20,0.7078767143093
s0212,20,21,0.7177817113521636
s0212,21,22,0.7410782330576476
s0212,22,23,0.7638193844022281
s0212,23,24,0.7594616537882504
s0212,24,25,0.74473963300574
s0212,25,26,0.7574199733631564
s0212,26,27,0.7050446790066084
s0212,27,28,0.6576510242234314
s0212,28,29,0.6134215907783436
s0212,29,30,0.5895267368772943
s0212,30,31,0.06240763435804022
s0227,0,1,0.789399518290852
s0227,1,2,0.7850958951247932
s0227,2,3,0.7798587841782619
s0227,3,4,0.8018364772954198
s0227,4,5,0.8013735118515306
s0227,5,6,0.7736653550813574
s0227,6,7,0.7673278243596219
s0227,7,8,0.7670148316530113
s0227,8,9,0.7597245005878552
s0227,9,10,0.7751359998370688
s0227,10,11,0.7816056014091153
s0227,11,12,0.7755679819200864
s0227,12,13,0.7863828714206861
s0227,13,14,0.7882557121083923
s0227,14,15,0.7788477839246974
s0227,15,16,0.7941140555622779
s0227,16,17,0.8061966769286701
s0227,17,18,0.8050932820748348
s0227,18,19,0.7938580778794246
s0227,19,20,0.7834801745480008
