template,count
what region might <ent> for <ent> to <ent> please <ent> segmentation,1
where can the <ent> be <ent> in the <ent>,1
can you identify and segment the location of the abnormal lesion in the <ent>,1
what could be <ent> the <ent> in the <lat> <ent> of the <ent> and where are they,1
<ent> that <ent> been <ent> in the <ent> can you please segment the <ent> area,1
please locate and segment the region where the lesion appears in the ct image,1
can you identify any <ent> that may <ent> a <ent> on the <ent>,1
what might <ent> the <ent> of the <ent> in the <ent>,1
please locate and segment where the <ent> is <ent> in the <ent>,1
could you identify and segment the <ent> of the <ent> that appears <ent> to <ent>,1
can you segment an area that might be <ent> by <ent>,1
<ent> the <ent> please identify and segment the area that could <ent> to <ent>,1
please segment the location of <ent> in the <lat> <ent>,1
can you identify and segment the <ent> area with <ent> in the <lat> <ent>,1
are there any <ent> in <ent> that show <ent> or <ent> to a <ent>,1
<ent> on the <ent> can you segment the <ent> of <ent> for <ent> in the ct image,1
please segment where the <ent> are located in the <lat> <ent> of the <ent>,1
could you identify and segment the abnormal area with <ent> in the <lat> <ent> of the <ent>,1
what area in the image might <ent> a <ent> in the <ent> and why,1
<ent> the <ent> please segment the region that may <ent> for <ent>,1
could you identify and segment the area <ent> by <ent>,1
in the <ent> ct image can you locate and segment the <ent> within the <ent>,1
can you segment an area that might <ent> to the <ent> abnormality,1
<ent> could you identify and segment the area at <ent> for <ent>,1
can you segment the <ent> in the <ent> of the <lat> <ent>,1
please segment the area with <ent> in the <lat> <ent>,1
<ent> on the <ent> can you segment the abnormality that might be a <ent> or a <ent>,1
<ent> the <ent> in the <ent> please segment the <ent> lesion that <ent> for its <ent>,1
what could be <ent> the <ent> in the <lat> <ent> and please <ent> the segmentation area,1
are there any <ent> with the <ent> lesion in the image and <ent> where is it located,1
can you segment the region where <ent> is <ent>,1
where are the <ent> to be <ent> in the image,1
can you segment and <ent> any <ent> that may <ent> a <ent>,1
what <ent> might <ent> for <ent> on this image,1
where is the <ent> of <ent> in the ct scan,1
can you segment an abnormal <ent> that could <ent> or <ent> in the <ent> region,1
in the image can you locate and segment any <ent> that may <ent> or <ent> in the <ent> region,1
please segment the area with <ent> in the <ent> <lat> <ent> and <ent> an <ent>,1
could you identify and segment the region with <ent> in the image,1
can you locate and segment the <ent> of the <ent> that <ent>,1
what area might <ent> for <ent> on this image,1
which <ent> of the <ent> may <ent> the <ent>,1
please identify and segment the region with <ent> on the image,1
could you locate and segment the area <ent> in the <lat> <ent>,1
in <ent> of the <ent> which <ent> of the <lat> <ent> should be <ent> for <ent>,1
are there any <ent> that might <ent> or <ent> on the ct image <ent> please segment them,1
could you please identify and segment the area <ent> the <ent> within the <ent>,1
can you locate and segment the area that <ent> the <ent> of <ent> in the ct image,1
are there any <ent> in the <ent> that show <ent> to a <ent> please segment them,1
<ent> on your <ent> could you identify and segment the <ent> of the <ent> where <ent> might <ent>,1
where does the <ent> of the <ent> appear in the image,1
can you segment where there is <ent> in the <ent>,1
which area <ent> of <ent> in the image,1
please segment the <ent> of the <ent> that may <ent> and <ent> why,1
what could be <ent> in the <ent> on the ct image please <ent> segmentation <ent> and <ent> why,1
can you please segment the <ent> lesion in the <lat> <ent>,1
please identify and segment the abnormal area <ent> in the <lat> <ent>,1
is there any <ent> of a <ent> within the <lat> <ent> please segment it,1
what might <ent> the <ent> lesion in the <lat> <ent> and how can it be <ent> from <ent>,1
can you segment the area of the <ent> that is <ent> with <ent> and <ent>,1
please locate and segment the region in the image that <ent> of <ent>,1
could you identify and segment the <ent> of the <ent> where there are <ent> and <ent>,1
which region in the image <ent> a <ent> that <ent> and segmentation,1
<ent> the <ent> please identify and segment the location in the image where <ent> may be <ent> to <ent>,1
can you identify and segment the location of the <ent>,1
where can we find the abnormal lesion <ent> in the <ent>,1
can you segment the area that might <ent> or <ent> in the image,1
what <ent> of the <ent> should be <ent> for <ent> to the <ent>,1
can you segment the <ent> with <ent> in the <ent> of the <lat> <ent>,1
where can we find the abnormal lesion with <ent> in the image,1
are there any <ent> in the image that might <ent> or <ent> please segment them,1
please segment where the <ent> and <ent> are <ent> at the <ent> in the image,1
can you identify any <ent> by <ent> in the image and <ent> a segmentation <ent>,1
are there any <ent> in the image that might <ent> for <ent> please segment them,1
can you segment the area where the <ent> is located in the <lat> <ent> region of the <ent>,1
please identify and segment any <ent> or <ent> in the <ent> region,1
could you <ent> the region with abnormal <ent> in the <lat> <ent> area,1
what area might <ent> a <ent> in the ct image <ent> the <ent>,1
is there any <ent> of abnormal <ent> or lesion in the <ent> region that <ent> please mark its location,1
please segment where the <ent> in the <ent> of the <lat> <ent> is located in the image,1
can you identify and segment the area with <ent> in the ct image,1
can you segment the region that might <ent> on the <ent>,1
<ent> what could be <ent> the <ent> in the <ent> of the <lat> <ent> please <ent> the segmentation <ent> and <ent> an <ent>,1
is there any abnormal <ent> to the <ent>,1
what might be the <ent> of the <ent> in the <ent>,1
<ent> on the <ent> and <ent> can you identify any <ent> in this <ent>,1
please segment where the <ent> of the <lat> <ent> is <ent> the <ent> in the image,1
where is the abnormal lesion located in the <lat> <ent> as <ent> in the <ent>,1
<ent> on your <ent> can you identify a <ent> for the <ent> of the <lat> <ent> in this <ent>,1
what are some <ent> the <ent> of the <ent> and is <ent>,1
can you identify the area where the <ent> segment of the <ent> is <ent> in the ct image,1
in which region of the ct image do we <ent> the <ent> of <ent>,1
which <ent> of the <ent> might be <ent> by the <ent> and <ent> of the <ent> segment of the <ent>,1
what could be a <ent> for the <ent> of the <ent> segment of the <ent> in this ct image,1
can you locate and segment the area with a <ent> in the <lat> <ent>,1
could you identify and segment the location of the abnormality in the <lat> <ent> on the <ent>,1
what might be the <ent> of the <ent> in the <lat> <ent> we <ent>,1
<ent> the <ent> is <ent> to be a <ent> what <ent> does this <ent> for <ent>,1
where can the <ent> in the <ent> be <ent> in the image,1
can you segment the area of <ent> in the <ent> on the image,1
is there a <ent> of <ent> on the <ent> please <ent> the segmentation <ent> and <ent> why,1
how might this <ent> or <ent> please <ent> the segmentation <ent> and an <ent>,1
can you identify and segment the <ent> on the <lat> <ent>,1
are there any <ent> in the <ent> please segment them,1
which <ent> of the image might <ent> in the <ent> please <ent> segmentation,1
which <ent> of the <ent> an abnormal lesion,1
what <ent> of <ent> might <ent> the <ent> in the <ent> please <ent> segmentation and <ent>,1
are there any <ent> that could <ent> a <ent> or <ent> of <ent> in the image please <ent> the segmentation <ent> and <ent>,1
please identify and segment the location of the <ent> on the ct image,1
where does the abnormal lesion appear in the ct scan of the <ent>,1
is there any <ent> of <ent> in the <ent> please segment the region of <ent>,1
are there any <ent> of <ent> with the <ent> please segment the <ent> area,1
please locate and segment the <ent> in <ent> and <ent> them,1
could you identify and segment the <ent> in the <lat> <ent> as <ent>,1
<ent> on the image what area might <ent> for <ent>,1
are there any <ent> that might <ent> or <ent> please <ent> the segmentation <ent>,1
please segment the area where the <ent> is <ent> in the image,1
could you identify and segment the region <ent> in the <ent>,1
what <ent> of the <ent> appears to <ent> on the image please <ent> segmentation,1
can you identify and segment an area that might <ent> a <ent> or <ent>,1
where does the <ent> lesion appear in the image,1
what area <ent> an abnormality in the <lat> <ent>,1
please segment and <ent> the <ent> region in the image,1
can you identify and segment the <ent> of the image that <ent> for <ent>,1
could you identify and segment the <ent> region in the image,1
where can we find the lesion <ent> in the <ent> within the ct image,1
<ent> on <ent> can you segment a region that might <ent> an abnormal <ent> or <ent> in the <ent>,1
<ent> the <ent> can you identify and segment the area that could <ent> to <ent>,1
could you identify and segment the <ent> area <ent> by <ent>,1
can you segment the area that might <ent> on <ent>,1
what area could be <ent> or <ent> in the <ent> on the <ent> please <ent> segmentation <ent> and <ent> why,1
can you identify and segment the <ent>,1
in which <ent> can the <ent> be <ent> please <ent> segmentation,1
is there any <ent> of a <ent> in the image <ent> please segment it,1
<ent> that the <ent> can you segment the area that <ent> the <ent> of an <ent>,1
please segment where the <ent> by <ent> or <ent> are located in the <ent>,1
can you identify and segment the <ent> area with <ent> in the image,1
where can we find the <ent> with abnormal <ent> in the ct image,1
<ent> the <ent> what might be <ent> the <ent> in the <ent>,1
are there any <ent> in the <ent> that may be <ent> by the <ent> please <ent> segmentation,1
where is the <ent> of the <lat> <ent>,1
what <ent> does the <ent> in the <lat> <ent>,1
can you segment where there are <ent> in the <lat> <ent>,1
is there any <ent> of <ent> in the image and <ent> where,1
how might the <ent> to this abnormality in the <lat> <ent>,1
where can we find the <ent> to <ent> in this image,1
<ent> the <ent> of <ent> please segment the region with <ent> that might <ent> to the <ent>,1
in <ent> to <ent> the <ent> of <ent> can you segment the <ent> of the <ent> where the <ent> may <ent>,1
can you locate and segment the area that <ent> in the ct image,1
where can we <ent> the <ent> region in the <ent> to <ent>,1
are there any <ent> in the ct image <ent> of abnormal <ent> please segment them,1
<ent> the <ent> which <ent> of the <ent> appears to <ent> a <ent> to <ent> please <ent> segmentation and an <ent>,1
can you segment where the <ent> of the <ent> are located in the image,1
please identify and segment the area <ent> within the <ent>,1
could you segment the location of the abnormal <ent> lesion <ent> in the ct image,1
can you segment the region that might <ent> to <ent>,1
<ent> the <ent> in the <ent> can you segment the <ent> of the <ent> that may be at <ent> for <ent>,1
please segment where the <ent> of <ent> is <ent> in the image,1
can you locate and segment the <ent> at the <ent> of <ent>,1
what might <ent> the <ent> in the <ent> and <ent> to <ent> please <ent> the segmentation <ent> and <ent> why,1
how could the <ent> of <ent> a <ent> please <ent> a segmentation <ent> for the <ent> area and <ent>,1
can you please segment the area where the <ent> and <ent> segment <ent> is located in the image,1
could you identify and segment the <ent> region where there is a <ent> in the <ent>,1
is it <ent> to <ent> the area with <ent> in the <ent> and <ent> on the ct image,1
<ent> on <ent> which area of the <ent> might show <ent> of <ent> in this image please <ent> segmentation,1
<ent> that <ent> can you locate and segment the area that may <ent> in the <ent>,1
please segment where the <ent> and <ent> are in the image,1
can you locate the area with <ent> of the <ent>,1
is there any <ent> in the image <ent> please <ent> its location,1
what <ent> of the ct scan might <ent> or <ent> please <ent> the segmentation <ent> and <ent> why,1
could you identify a <ent> for <ent> on this image please <ent> the <ent> segmentation and <ent>,1
can you segment the area where the <ent> of the <ent> is <ent>,1
please segment the area <ent> in the ct image,1
can you segment the <ent> of the <ent> that might be <ent> by a <ent> or <ent>,1
<ent> on your <ent> which area of the <ent> might <ent> or <ent> please <ent> the segmentation <ent> and <ent> why,1
can you please segment the area of <ent> in the <ent>,1
where can we find the <ent> to <ent> in the image,1
could you identify and segment the <ent> of the <ent> as <ent> in the <ent>,1
can you segment an abnormal <ent> that might be <ent> of a <ent> to the <ent>,1
is there any <ent> of <ent> or <ent> to the <ent> that might <ent> please <ent> segmentation,1
can you segment the area where there is <ent> in the image,1
where can we <ent> in the <ent> on the ct image,1
please segment the location with <ent> the <ent>,1
which <ent> appear to be <ent> by the <ent> abnormality in the image,1
can you identify a <ent> for the <ent> in the <ent> from the ct image,1
are there any <ent> that could <ent> on the <ent> please segment them,1
what <ent> in the <ent> might <ent> for <ent> or <ent> as <ent> by the <ent> please <ent> segmentation,1
can you segment the area of the <ent> where a <ent> lesion is <ent>,1
please identify and segment the location of the <ent> abnormality in the image,1
could you segment the region where the <ent> lesion is <ent> in the <ent>,1
is there any <ent> of an <ent> that might <ent> in the image <ent> please segment it and <ent> why,1
<ent> the <ent> can you identify and segment any <ent> in the <ent> in the image,1
where are the <ent> and <ent> located in the <ent>,1
please segment the <ent> and <ent> in the <ent>,1
are there any <ent> in the image that may <ent>,1
what could <ent> in the <ent> and <ent>,1
could you please <ent> the region with the <ent> in the <lat> <ent>,1
where can we find the <ent> in the <lat> <ent> on this ct image,1
can you identify and segment any <ent> in the <lat> <ent> that could <ent> a <ent>,1
what <ent> within the <lat> <ent> might <ent> on the <ent> please <ent> segmentation,1
in which region does the <ent> show <ent>,1
which <ent> the <ent> of <ent> in this image,1
what <ent> should be <ent> for <ent> on the <ent>,1
where is the area with <ent> in the <ent>,1
can you segment the region that <ent> in the <ent>,1
in which <ent> of the <ent> can we <ent> the abnormal <ent> in the <ent>,1
can you identify and segment any <ent> to the <ent> in this image,1
what region in the image could <ent> or <ent> to an <ent>,1
please segment where the <ent> the <ent> and <lat> <ent> is in the image,1
can you segment the area of the <lat> <ent> by the <ent>,1
where can we find the <ent> the <ent> and <lat> <ent> in <ent> to the <ent>,1
<ent> the <ent> which <ent> of the <ent> is <ent> to be <ent> in this <ent>,1
<ent> the location of the <ent> what <ent> could <ent> for <ent> to the <lat> <ent>,1
please segment where the <ent> in the <ent> is located,1
can you identify and segment the <ent> lesion in the image,1
where can we find the area with <ent> in the <ent> ct image,1
which <ent> of the <ent> might <ent> a <ent> on the <ent> please <ent> the segmentation <ent>,1
is there any lesion in the <lat> <ent> please <ent> its segmentation <ent>,1
what region might <ent> an abnormality in <ent> on this image,1
could the <ent> for a <ent> where would such <ent> be <ent>,1
please segment the area <ent> in the <lat> <ent>,1
can you identify and segment the region <ent> of <ent> <lat> <ent>,1
where can we find the <ent> to the <lat> <ent> in the image,1
is there any <ent> of <ent> or <ent> to the <lat> <ent> please <ent> the segmentation <ent> and <ent> your <ent>,1
can you segment the area that might be <ent> or <ent> there were any <ent> with the <lat> <ent>,1
could you identify and segment the <ent> area with the <ent>,1
can you segment the <ent> that show <ent> of a <ent> lesion and <ent> why they are <ent>,1
are there any <ent> in the image with <ent> or <ent> please segment them and <ent> an <ent>,1
please segment the location of the <lat> <ent> with <ent> in the image,1
can you identify and segment where the <ent> or <ent> might be <ent>,1
where can we find the <ent> with a <ent> that could <ent> an <ent> or <ent>,1
what area of the <ent> should be <ent> for <ent> or <ent>,1
<ent> on the <ent> which <ent> of the <ent> appears to <ent> an abnormality <ent>,1
can you identify and segment any <ent> in <ent> to the <ent>,1
are the <ent> of any <ent> or <ent>,1
what <ent> might be <ent> by the <ent> of these <ent>,1
can you segment the area of the <ent> in the <ent>,1
where can we find the <ent> on the ct scan,1
could you <ent> the region that <ent> a <ent>,1
can you identify and segment any <ent> in the <ent>,1
is there any <ent> of <ent> in the image please segment and <ent>,1
could you segment the <ent> of the <ent> with a <ent>,1
can you identify any <ent> that might <ent> a <ent> in the image,1
what <ent> of <ent> could be <ent> the <ent> and <ent> in the <ent> location in the ct image,1
please locate and segment where the <ent> is <ent>,1
where can we <ent> the region with abnormal <ent> in the <ent> on this ct image,1
is there any <ent> of <ent> in the <ent> please <ent> the <ent> area,1
can you identify a <ent> for the <ent> in <ent> please segment the <ent> area,1
can you segment the area where the <ent> on the <ent> of the <ent> are <ent> in the image,1
please locate and segment the region with abnormal <ent> to the <ent>,1
could you identify and segment the area of the <ent> that <ent>,1
are there any <ent> in the image that <ent> or <ent> in <ent> please segment them and <ent> why,1
in this ct image what <ent> might <ent> an <ent> of <ent> please <ent> a segmentation <ent> and <ent> an <ent>,1
could you identify and segment where <ent> are <ent>,1
can you locate and segment the area that may <ent> an <ent>,1
<ent> on the <ent> what is the <ent> of these <ent> and where are they located,1
where can we find the abnormal <ent> in the <ent> in this image,1
please segment the region with <ent> by <ent>,1
can you identify and segment an area that may <ent> a <ent> or <ent>,1
what <ent> of the <ent> could <ent> to <ent> on the <ent> please <ent> segmentation,1
could you identify and segment the location of the abnormality <ent> in the <lat> <ent>,1
in the ct image can you segment the region <ent> within the <lat> <ent>,1
can you segment the area that might <ent> a <ent> or <ent> in the <ent>,1
<ent> into <ent> could you identify and segment the region that may <ent> a <ent> for <ent>,1
please locate and segment the region with <ent> of the <ent>,1
what might <ent> a <ent> in the <ent> and please <ent> its location on the image,1
is there any <ent> that the <ent> been <ent> and <ent> where would the <ent> be located,1
please identify and segment any <ent> in the <lat> <ent>,1
can you <ent> the <ent> that might be <ent> of <ent>,1
could you segment the <ent> that may <ent> to <ent> there <ent> a <ent> of <ent>,1
which <ent> and why would this be <ent>,1
please segment where the <ent> in the <lat> <ent> and <ent> are located in the image,1
are there any <ent> with a <ent> of being <ent> on <ent> please <ent> the segmentation <ent>,1
<ent> that <ent> can be an <ent> of <ent> what area in the image might <ent> for <ent>,1
where can you find the <ent> in the <ent>,1
can you identify and segment any <ent> by <ent> in the image,1
what <ent> of the <ent> is <ent> by <ent> on the <ent> please <ent> the segmentation <ent>,1
can you segment the area where the <ent> lesion is located in the <ent>,1
please identify and segment the location of the <ent> in the <ent>,1
what might <ent> a <ent> lesion to appear in the <ent> and can you segment its location,1
are there any <ent> in the <ent> that <ent> of a <ent> and <ent> please <ent> the segmentation <ent>,1
could you locate and segment the abnormal <ent> within the <ent>,1
are there any <ent> of <ent> in the <ent> please segment them,1
how might the <ent> of these <ent> at <ent> please <ent> the segmentation <ent> and <ent> why,1
please identify and segment the region <ent> by <ent> in the ct image,1
where does the abnormality in the <lat> <ent> please <ent> with segmentation,1
which area appears <ent> to <ent> or <ent> of <ent> in the <ent>,1
is there any <ent> of <ent> in the ct image and <ent> where,1
could you identify and segment the area with <ent> in the ct image,1
can you segment the region that <ent> in the ct image,1
is there a lesion in the image that may be <ent> with <ent> please segment it,1
what area in the ct image could <ent> to <ent> please <ent> the segmentation <ent>,1
can you segment the area with a <ent> in the <lat> <ent> of the <ent>,1
is there any <ent> of the <ent> that appears <ent> from <ent> and <ent> to be <ent>,1
please locate the area in the ct image where <ent> of the <ent> is <ent>,1
are there any <ent> in the <ent> with <ent> to <ent>,1
could you segment the region in the <lat> <ent> that <ent> a <ent> than <ent>,1
can you identify and segment the region that might be a <ent>,1
could you please locate and segment the <ent> in the <lat> <ent>,1
<ent> on the <ent> can you segment an abnormality that may <ent> a <ent>,1
is there any area in the image that <ent> to <ent> please segment this area,1
can you segment the area where <ent> is <ent>,1
in which region can we <ent> the <lat> <ent>,1
what abnormality in the image could <ent> a <ent>,1
<ent> on the <ent> please identify the <ent> of the <ent> that <ent>,1
please segment where the <ent> <lat> <ent> appears in the image,1
could you locate and segment the area with a <ent> lesion in the ct image,1
is there an abnormality that could <ent> or <ent> please <ent> segmentation <ent> and <ent> why,1
are there any <ent> that may <ent> please segment them and <ent> an <ent>,1
what <ent> of lesion is <ent> in the <ent> of the <lat> <ent> on the <ent>,1
is there any <ent> that the <ent> is a <ent> from the <ent>,1
can you segment the area where <lat> <ent> are <ent>,1
please segment where <ent> appear in the image,1
can you identify any <ent> by <ent> the abnormal <ent> in the image,1
are there any <ent> of <ent> in the image that could <ent> please <ent> a segmentation <ent>,1
can you segment where the <ent> abnormality is <ent> in the image,1
where is the abnormal <lat> <ent> please segment it,1
can you identify and segment any <ent> to the <ent> <lat> <ent>,1
how might the <ent> <lat> <ent> to the <ent> in the image,1
please locate and segment the <ent> lesion in the <lat> <ent> and <ent> its <ent>,1
could you identify and segment any <ent> abnormal <ent> in the image that may <ent> be <ent> to the <ent>,1
are there any <ent> between the <ent> in <ent> of their <ent> and location within the <ent> please segment them,1
<ent> the <ent> of <ent> in <ent> what <ent> might be <ent> please <ent> the segmentation <ent> for the <ent>,1
could you segment the area that <ent> of <ent>,1
is there any <ent> of <ent> in this image please segment it and <ent> why,1
what might be the <ent> for the <ent> of a <ent> in the <ent> and can you locate it <ent> segmentation,1
please segment where the <ent> of <ent> appears in the image,1
can you identify and segment the area <ent> by <ent>,1
could you segment the area that may <ent> in the <ent> on the <ent>,1
are there any <ent> in the image that might be <ent> of <ent> please segment them,1
can you segment the area where <ent> in the <ent> of <ent> are <ent> the <ent>,1
please segment the region with <ent>,1
could you identify and segment the abnormal lesion that might <ent>,1
are there any <ent> in the image with <ent> or <ent> the <ent> please segment them,1
can you identify and segment a <ent> for <ent> and <ent> in the <ent>,1
please segment where the <ent> of <ent> under the <ent> of the <lat> <ent> are located in the image,1
could you identify and segment the area with a <ent> of <ent> in the <lat> <ent>,1
can you locate and segment the <ent> lesion <ent> in the <ent>,1
is there any <ent> of <ent> or <ent> on the <ent> please segment the <ent> area <ent>,1
<ent> that <ent> or <ent> can you segment this <ent> of <ent> in the <lat> <ent>,1
please segment the location of <ent> in the <ent>,1
could you identify the area with <ent>,1
can you segment the area that might <ent> or <ent> and <ent> on the <ent>,1
which area may <ent> it <ent> please <ent> a segmentation <ent>,1
please identify and segment any <ent> that may be <ent> in the image,1
is there any abnormal lesion <ent> in the ct image <ent> please segment it,1
<ent> on your <ent> of the image can you identify any <ent> that might <ent> or <ent> please segment them and <ent> why,1
are there any <ent> of <ent> or <ent> in the <ent> please segment the <ent> area <ent> and <ent> a <ent>,1
can you segment the location where <ent> in the <ent>,1
what region <ent> a <ent> of <ent> in the image,1
is there any abnormality <ent> in the image that might be <ent> or <ent>,1
what <ent> of the <ent> may <ent> on this ct image,1
where are the <ent> located in the <ent> <lat> <ent>,1
what is the <ent> of the <ent>,1
is there a <ent> that the <ent> may <ent>,1
can you segment the area with <ent> in the image and <ent> why this might be <ent>,1
<ent> the <ent> was <ent> to be <ent> where might it <ent> from please <ent> segmentation <ent> and <ent> why,1
please segment where the <ent> of <ent> is <ent> on <ent> of the <ent> in the image,1
where can we find the abnormal <ent> of <ent> the <ent> in the image,1
what <ent> or <ent> in the <ent> region and <ent>,1
which area could <ent> to <ent> in the <ent> please <ent> the segmentation <ent>,1
where is the area with <ent> located in the <lat> <ent> of the <ent>,1
can you segment the region where <ent> might be <ent>,1
where does the lesion appear in the ct image,1
is there any area that may <ent> for <ent>,1
which region in the image <ent> and might <ent>,1
please segment the location of the <ent> in the <lat> <ent> of the <ent>,1
in which region can we find the abnormal lesion in the image,1
can you segment the area with an abnormal <ent> that might <ent>,1
what region could <ent> a <ent> please <ent> the segmentation <ent>,1
please segment the region where the <ent> an abnormality,1
which <ent> appears to be <ent> by a <ent> please <ent> segmentation <ent> and <ent> why,1
can you identify and segment any <ent> that could be <ent> by the <ent> why,1
in which region of the image can we <ent> of <ent>,1
could you identify and segment the area <ent> in the <lat> <ent>,1
is there any <ent> of <ent> that could <ent> in the <ent> please <ent> the segmentation <ent>,1
<ent> the <ent> of <lat> <ent> what region should be <ent> for <ent> of <ent> or <ent> please <ent> the <ent> segmentation <ent>,1
please segment the area with <ent> in the <ent>,1
can you locate the lesion in the <ent>,1
is there any <ent> of <ent> in the ct image please <ent> the segmentation <ent> and <ent> why,1
<ent> the <ent> in the <ent> can you identify a <ent> for this <ent> please <ent> the segmentation <ent> and <ent> your <ent>,1
please segment the location of the <ent> area in the <ent> of the <lat> <ent> and <ent> its <ent>,1
can you identify and segment any <ent> that <ent> in the image,1
are there any <ent> in the ct image <ent> the <ent> area <ent> please segment them,1
can you segment and <ent> the <ent> of the abnormality <ent> in the <ent> of the <lat> <ent>,1
<ent> the <ent> of a <ent> area in the <ent> of the <lat> <ent> can you <ent> and <ent> the <ent> region,1
please locate and segment the abnormal lesion <ent> in the <ent>,1
can you identify any <ent> for the <ent> of the <ent> and <ent> a segmentation <ent> for the <ent> area,1
is there any <ent> between the <ent> and the <ent> please <ent> the segmentation <ent>,1
please locate and segment the <ent> on the ct image,1
where do the <ent> appear in the image please <ent> segmentation,1
what might <ent> the <ent> of <ent> in the <ent> please <ent> segmentation and <ent>,1
are there any <ent> with the <ent> segmentation and an <ent>,1
can you segment the area where the <ent> is <ent> in the <ent> region,1
could you please segment the region <ent> to the <ent> of the <ent>,1
is it <ent> to identify the location of the <ent> in the ct image and mark it <ent>,1
<ent> the <ent> can you identify the region that might show an abnormality <ent> to the <ent>,1
what area of <ent> should be <ent> for <ent> of <ent>,1
can you segment the <ent> of the <ent> that <ent> a <lat> <ent> and <ent>,1
where in the image does the lesion in the <ent> appear,1
please segment the region where the abnormality in the <ent>,1
are there any <ent> in the image where the <ent> appears <ent> and <ent> of a <ent>,1
<ent> the <ent> of the lesion in the <ent> can you identify the <ent> area in the image that might <ent> or <ent>,1
can you segment the area in the <ent> where there is <ent> to <ent>,1
where does the <ent> within the <ent>,1
could you segment the area with a <ent> the <ent>,1
in what <ent> of the <ent> might we <ent> of <ent> please <ent> the segmentation,1
can you identify and segment the area where the <ent> been <ent>,1
please locate and segment the abnormality <ent> in the <ent> region,1
<ent> on the <ent> what could be the <ent> of the <ent> in the <ent>,1
could there be any <ent> to the <ent> of the <ent> in the <ent> please <ent> the segmentation,1
in which <ent> of the <ent> can we <ent> an abnormality,1
please segment the area that may <ent> and <ent> why,1
what could be the <ent> of the <ent> in the image <ent> the <ent> segmentation <ent>,1
please segment the area where <ent> are <ent> in <ent> of the <ent>,1
could you identify and segment the <lat> <ent> on the image,1
can you locate and segment the <ent> that <ent> in the image,1
<ent> on the <ent> please segment the <ent> of <ent> in the ct image,1
<ent> the <ent> what might <ent> these <lat> <ent> and where can they be <ent> in the image,1
can you segment the area with <ent> in the <ent> of <ent>,1
please segment the region where the <ent> in the <ent> of <ent>,1
is there any <ent> of <ent> or <ent> in the ct image <ent> please <ent> segmentation and an <ent>,1
<ent> the <ent> and <ent> of <ent> can you identify and segment the <ent>,1
can you segment the area <ent> in the <ent>,1
please segment the <ent> that <ent> in the image,1
could you identify and segment the area with a <ent> in the image,1
what region in the image could <ent> of <ent> and <ent> on the <ent>,1
<ent> on <ent> which area in the ct image might <ent> on <ent>,1
can you segment the location of <ent> in the <ent>,1
please identify and segment where <ent> are <ent> the lesion,1
where do the <ent> appear on the ct image,1
which <ent> a <ent> of <ent> to the <ent> of <ent>,1
<ent> the <ent> what is the <ent> for the <ent>,1
where does the <ent> appear in the <ent> region,1
in which <ent> of the <ent> is there an abnormal lesion,1
what might be <ent> the <ent> in the <ent>,1
how could this <ent> please <ent> the segmentation <ent> and <ent> why,1
can you segment the location of the <ent> in the <lat> <ent> of the <ent>,1
please identify and segment the region with the abnormal <ent> in the <ent>,1
is there any <ent> area that could be <ent> of a <ent> please segment it,1
<ent> the <ent> can you locate and segment an area that might <ent> for a <ent> lesion,1
could you identify and segment the <ent> in the <lat> <ent>,1
where can we find the abnormal area with <ent> in the <lat> <ent>,1
can you segment the region that may <ent> a <ent> lesion and <ent> why,1
what <ent> of the <lat> <ent> might <ent> for a <ent> please <ent> the segmentation <ent> and <ent> why,1
please segment where the <ent> appear in the <ent>,1
where can we locate the <ent> in this image,1
are there any <ent> of <ent> in the <ent> that should be <ent> for <ent>,1
can you <ent> between the <ent> and abnormal <ent> within the <ent> on the ct image,1
please segment the area with <ent> at the <ent> in the image,1
can you locate and segment where the abnormal <ent> is <ent> in the ct image,1
could you identify any <ent> on the <ent>,1
how does the <ent> of <ent> the <ent> of this ct image,1
can you identify and segment the area where <ent> is <ent> by the <ent> of <ent> in the <ent>,1
where can we find the <ent> of <ent> in the ct image,1
<ent> the <ent> please segment the region that could <ent> to <ent>,1
can you locate and segment the area where <ent> may be <ent> to <ent> in the <ent>,1
in which <ent> does the <ent> appear and where within that <ent>,1
please identify and segment any <ent> that may <ent> to the <ent>,1
what <ent> in the image could <ent> or <ent> on <ent>,1
can you segment the area where there is a <ent> in <ent>,1
can you <ent> the <ent> of <ent> in the ct scan,1
are there any <ent> with <ent> that might <ent> abnormal <ent>,1
<ent> on your <ent> can you segment any <ent> where <ent> appear to be <ent> or <ent>,1
could you identify and segment the region where <ent>,1
in which <ent> of the <ent> can we <ent> a <ent> in <ent>,1
can you identify any <ent> that might <ent> in this image and <ent> their segmentation,1
what is the <ent> of the <ent> abnormality in the <ent> within the image and could you segment it,1
please segment the <ent> of the <ent> that <ent> an abnormal <ent>,1
could you identify and segment the location where the ct image <ent> a <ent> lesion,1
what might be <ent> the <ent> area in the <ent>,1
are there any <ent> in the <ent> that may <ent> or <ent> please <ent> the segmentation <ent> for such <ent>,1
could you identify and segment the area with <ent>,1
where can we find the abnormal <ent> in the <ent>,1
can you segment the area that might be <ent> of <ent> or <ent> from <ent>,1
is there an area in the image <ent> of <ent> please segment it,1
can you segment the area where the <ent> is <ent> to <ent>,1
please identify and segment any <ent> or <ent> from the <ent>,1
could you segment the <ent> such as the <ent> or <ent> they are <ent> in the image,1
