case,mask_id,mode,prompt,dice,gt_pos,pred_pos
s0652,3,structured,lesion,0.0,123,2113
s0652,4,structured,lesion,0.0,2461,229
s0652,5,structured,thickening,0.011272563460551267,91663,3790
s0669,1,structured,cyst,0.0,3500,990
s0669,2,structured,nodule,0.0,98,609
s0669,3,structured,aneurysm,0.0,6376,7110
s0669,4,structured,lesion,0.0,2826,1315
s0675,1,structured,lesion,0.0,1834,1875
s0675,2,structured,calcification,0.0,69,502
s0675,3,structured,lesion,0.002780924915027294,19343,75
s0675,4,structured,lesion,0.0009102286949596086,26177,190
s0685,1,structured,lesion,0.0,24051,5406
s0685,2,structured,nodule,0.0,102,1378
s0692,1,structured,cyst,0.0,33,2509
s0692,2,structured,thickening,0.0,363,4163
s0692,3,structured,cyst,0.0,522,225
s0692,4,structured,lesion,0.0,10726,2619
s0692,5,structured,lesion,0.0019749835418038184,8914,200
s0692,6,structured,lesion,0.0,17113,244
s0697,1,structured,lesion,0.0,795,1449
s0697,2,structured,lesion,0.0,113,143
s0697,3,structured,thickening,0.0,12956,3258
s0707,1,structured,hematoma,0.0006603646680444646,81190,583
s0707,2,structured,aneurysm,0.0001976284584980237,3789,6331
s0724,1,structured,calcification,0.3622783978988838,4068,8116
s0724,2,structured,lesion,0.0,744,5032
s0736,1,structured,lesion,0.0,1567,12608
s0736,2,structured,lesion,0.03717472118959108,1264,1157
s0736,3,structured,calcification,0.0,40865,619
s0740,1,structured,lesion,0.08456804194210166,3755,5019
s0740,2,structured,lesion,0.0,4220,403
s0740,3,structured,lesion,0.0,2165,211
s0751,1,structured,lesion,0.0,519,2887
s0751,2,structured,lesion,0.0,2785,355
s0751,3,structured,calcification,0.00041345093715545756,1068,13444
s0751,4,structured,cyst,0.0,0,3792
s0751,5,structured,lesion,0.0005712653527563553,3385,116
s0751,6,structured,calcification,0.0,56,692
s0751,7,structured,emphysema,0.0,41080,1770
s0751,8,structured,emphysema,7.78558498939214e-05,50985,392
s0751,9,structured,emphysema,0.0,13283,228
s0751,10,structured,emphysema,0.0,39275,254
s0751,11,structured,emphysema,0.0,32079,123
s0751,12,structured,lesion,0.0,43066,184
s0751,13,structured,calcification,0.0,1302,121
s0774,1,structured,calcification,0.08326626179849272,23441,17560
s0783,1,structured,fracture,0.0,638,4417
s0791,1,structured,lesion,0.0,426,37569
s0791,2,structured,aneurysm,0.05764179740185987,1642,12445
s0791,3,structured,aneurysm,0.0,79164,1195
s0791,4,structured,cyst,0.0004357955783510166,6168,53493
s0804,1,structured,lesion,0.0,26,3603
s0804,2,structured,lesion,0.0,149,70
s0804,3,structured,effusion,0.0,187,478
s0804,4,structured,lesion,0.006218905472636816,1536,72
s0837,1,structured,nodule,0.0,21,69327
s0840,1,structured,lesion,0.0,2251,8061
s0840,2,structured,lesion,0.0,470,1072
s0840,3,structured,calcification,0.0,2888,1363
s0840,4,structured,emphysema,0.00016117940342130147,185783,345
s0840,5,structured,emphysema,0.0,132632,159
s0840,6,structured,emphysema,0.0,72923,80
s0840,7,structured,emphysema,0.0,210707,19
s0840,8,structured,emphysema,1.1260310221546604e-05,177595,20
s0858,1,structured,lesion,0.0,1661,2485
s0858,2,structured,lesion,0.0,1411,406
s0858,3,structured,lesion,0.0,15410,141
s0858,4,structured,lesion,0.0,3409,98
s0858,5,structured,effusion,0.0,55651,146
s0895,1,structured,tumor,0.0,961,2567
s0931,1,structured,lesion,0.0,2081,7282
s0931,2,structured,lesion,0.0,1093,518
s0931,3,structured,lesion,0.0026798598227169654,9070,632
s0931,4,structured,lesion,0.018832391713747645,344,187
s0931,5,structured,lesion,0.0,315,77
s0931,6,structured,cyst,0.0,460,7201
s0931,7,structured,lesion,0.0,128,52
s0931,8,structured,lesion,0.0,1252,46
s1004,1,structured,lesion,0.16233733353587523,16560,3189
s1004,2,structured,lesion,0.0015182913067563963,48557,182
s1004,3,structured,lesion,0.0,516,133
s1004,4,structured,lesion,0.0,4520,129
s1013,1,structured,calcification,0.0,499,15243
s1013,2,structured,thickening,0.010273972602739725,156,1596
s1013,3,structured,lesion,0.0,8230,2286
s1013,4,structured,nodule,0.0,137,640
s1013,5,structured,lesion,0.0,81342,239
s1025,1,structured,calcification,0.0004493776120073698,3118,19135
s1025,2,structured,calcification,0.0,308,1248
s1025,3,structured,effusion,0.0,3353,12536
s1025,4,structured,emphysema,0.0,185855,1851
s1025,5,structured,emphysema,0.0,126886,243
s1025,6,structured,emphysema,0.0,54651,112
s1025,7,structured,emphysema,0.0,298687,31
s1025,8,structured,emphysema,0.0,140754,136
s1026,1,structured,lymph node,0.0,3105,3338
s1026,2,structured,lesion,0.0,297,6221
s1026,3,structured,calcification,0.0,1635,3952
s1026,4,structured,calcification,0.0,362,144
s1062,1,structured,nodule,0.0,1423,1200
s1062,2,structured,calcification,0.0,52,8030
s1062,3,structured,calcification,0.0,0,210
s1062,4,structured,lesion,0.0,373,2870
s1062,5,structured,calcification,0.0,11,156
s1062,6,structured,lesion,0.0,557,163
s1062,7,structured,lesion,0.0,48816,57
s1077,1,structured,nodule,0.0,87,1818
s1077,2,structured,lesion,0.0027100271002710027,494,1720
s1077,3,structured,lesion,0.0,763,282
s1077,4,structured,lesion,0.0,100,227
s1077,5,structured,lesion,0.0,63,69
s1077,6,structured,cyst,0.0,136,4441
s1094,1,structured,lesion,0.0,52,1173
s1094,2,structured,lesion,0.0,89,214
s1094,3,structured,calcification,0.0,9,1231
s1142,1,structured,lesion,0.0,611,2204
s1142,2,structured,lesion,0.0,534,311
s1142,3,structured,lesion,0.0,13286,170
s1142,4,structured,calcification,0.0,129,28998
s1142,5,structured,lesion,0.0,46,124
s1142,6,structured,cyst,0.0,40,11559
s1142,7,structured,lesion,0.0,101789,61
s1208,1,structured,lesion,0.0,513,3192
s1208,2,structured,lesion,0.0,478,355
s1208,3,structured,lesion,0.0,874,97
s1208,4,structured,lesion,0.0,24,52
s1226,1,structured,lesion,0.0,641,2804
s1226,2,structured,lesion,0.0005342831700801424,10953,277
s1226,3,structured,effusion,0.056355666875391355,1434,163
s1226,4,structured,lesion,0.0,444,68
s1226,5,structured,thickening,0.000214598031063065,36438,841
s1292,1,structured,cyst,0.0,58,203
s1292,2,structured,cyst,0.0,80,26
s1292,3,structured,lesion,0.035644939776153566,60512,2835
s1292,4,structured,lesion,0.0011883541295306002,55381,158
s1334,1,structured,lesion,0.0,914,2787
s1334,2,structured,lesion,0.0,3864,274
s1334,3,structured,thickening,0.048834355828220856,3205,4945
s1334,4,structured,lesion,0.0009290802105915144,6393,65
s1334,5,structured,cyst,0.0,1210,1265
s1334,6,structured,effusion,0.0,6474,345
s1344,1,structured,lesion,0.0,12117,4567
s1344,2,structured,thickening,0.0011576753878212549,1194,7444
s1344,3,structured,cyst,0.0,183,2724
s1344,4,structured,nodule,0.0,134,2566
s1349,1,structured,nodule,0.0,121,1312
s1349,2,structured,cyst,0.0,37,1064
s1349,3,structured,lesion,0.0,2900,2410
s1357,1,structured,fracture,0.0,1423,7084
s1359,1,structured,fracture,0.0032109379046040705,3128,16181
s1369,1,structured,calcification,0.0,0,6898
s1369,2,structured,tumor,0.0,69,1496
s1371,1,structured,calcification,0.0,11,9160
s1371,2,structured,cyst,0.0,328,1417
s1371,3,structured,lesion,0.09935352160598843,1090,1849
s1378,1,structured,lesion,0.282595616673829,7132,4503
s1378,2,structured,nodule,0.0,1276,0
s1380,1,structured,calcification,0.0,5,854
s1380,2,structured,calculus,0.0,0,1968
s1380,3,structured,lesion,0.0,23,1413
s1384,1,structured,emphysema,0.0,12542,658
s1384,2,structured,emphysema,0.0,10554,76
s1384,3,structured,calcification,0.0,5,181
s1384,4,structured,cyst,0.0,10,333
s1384,5,structured,tumor,0.0,4,681
s1384,6,structured,stone,0.0,0,619
s1384,7,structured,lesion,0.0,0,1340
s1388,1,structured,lesion,0.0,0,1670
s1397,1,structured,atelectasis,0.0,183,4790
s1397,2,structured,lesion,0.0,0,3219
s1397,3,structured,mass,0.0,532,624
s1397,4,structured,cyst,0.0,161,199
s1397,5,structured,tumor,0.0,16,1182
s1397,6,structured,lesion,0.0,519,115
s1397,7,structured,lesion,0.008207934336525308,7883,158
s1399,1,structured,fracture,0.03579201934703748,1116,11289
